Label,Eigenvector Centrality,Closeness Centrality,Betweenness Centrality
Main-CriticalFailure,0.0083,2.97,"64,247"
Main-SerialEscalation,0.0083,2.64,"322,324"
Main-CriticalAnnoyance,0.0083,3.00,"56,050"
Main-CollectionSidequest,0.0083,3.13,"37,416"
Main-DisturbedDoves,0.0083,3.04,"61,390"
Main-GravityScrew,0.0082,2.99,"143,592"
Main-BruceLeeClone,0.0082,3.07,"36,697"
Main-WeaponizedCar,0.0082,2.95,"103,233"
Main-HighAltitudeBattle,0.0082,3.04,"60,142"
Main-StunGuns,0.0081,2.89,"78,305"
Main-DiscardAndDraw,0.0081,3.05,"20,557"
Main-PinballProjectile,0.0081,3.03,"66,935"
Main-RenaissanceMan,0.0081,3.03,"80,036"
Main-ElementalBaggage,0.0081,3.02,"30,646"
Main-CleanCut,0.0080,3.05,"44,165"
Main-NumerologicalMotif,0.0080,2.99,"120,334"
Main-NoHeroDiscount,0.0080,3.04,"36,392"
Main-BonusStage,0.0080,3.29,"44,494"
Main-UnnecessaryCombatRoll,0.0080,2.86,"111,304"
Main-HPToOne,0.0080,3.07,"20,086"
Main-RubberBandAI,0.0080,3.00,"93,390"
Main-KungFuWizard,0.0080,3.03,"43,083"
Main-NonFatalExplosions,0.0080,3.04,"41,304"
Main-HollywoodSilencer,0.0080,3.04,"51,272"
Main-ItsAllUpstairsFromHere,0.0080,2.99,"76,040"
Main-ItMayHelpYouOnYourQuest,0.0079,2.98,"73,905"
Main-ExactlyWhatIAimedAt,0.0079,2.97,"34,042"
Main-CrosshairAware,0.0079,3.07,"28,388"
Main-LeakedExperience,0.0079,3.08,"19,719"
Main-NonElemental,0.0078,3.07,"29,229"
Main-DescendingCeiling,0.0078,3.08,"27,264"
Main-DoubleWeapon,0.0078,2.86,"78,383"
Main-MisguidedMissile,0.0078,3.01,"48,924"
Main-TurnUndead,0.0078,3.17,"42,624"
Main-DifficultyLevels,0.0078,3.60,"18,675"
Main-UnstableEquilibrium,0.0078,3.00,"86,455"
Main-ContractualBossImmunity,0.0078,3.03,"23,886"
Main-SpaceFriction,0.0078,2.95,"75,046"
Main-AmbidextrousSprite,0.0078,2.99,"98,229"
Main-PressurePoint,0.0078,3.01,"28,300"
Main-TheLoonie,0.0078,3.06,"97,749"
Main-DeepImmersionGaming,0.0078,3.03,"39,698"
Main-BossArenaIdiocy,0.0078,3.09,"20,744"
Main-EfficientDisplacement,0.0078,3.02,"59,203"
Main-LostSuperweapon,0.0077,3.13,"8,518"
Main-DoppelgangerAttack,0.0077,3.01,"25,764"
Main-BoardingParty,0.0077,3.10,"23,678"
Main-BadassLabcoat,0.0077,3.05,"18,999"
Main-WreckedWeapon,0.0077,2.95,"25,297"
Main-CloseCallHaircut,0.0077,2.99,"29,671"
Main-FeelNoPain,0.0077,2.98,"41,726"
Main-AGodIsYou,0.0077,3.07,"33,607"
Main-TalkingWeapon,0.0077,2.97,"59,125"
Main-YouHaveGOTToBeKiddingMe,0.0077,2.87,"78,223"
Main-Shoryuken,0.0077,3.02,"30,617"
Main-EvolvingAttack,0.0077,3.18,"16,114"
Main-MagneticWeapons,0.0077,3.06,"37,815"
Main-FastRoping,0.0077,3.05,"31,770"
Main-RPGMechanicsVerse,0.0077,2.93,"126,967"
Main-EverythingsCoolerWithLava,0.0077,3.18,"85,177"
Main-AcquiredPoisonImmunity,0.0076,2.99,"41,213"
Main-InfiniteSupplies,0.0076,2.91,"126,640"
Main-LARP,0.0076,3.09,"307,993"
Main-EpicHail,0.0076,2.94,"32,524"
Main-StandardFPSGuns,0.0076,2.96,"63,126"
Main-FlavorText,0.0076,3.15,"25,096"
Main-StabTheSky,0.0076,2.91,"85,114"
Main-CartoonBomb,0.0076,3.06,"63,068"
Main-InstantDeathRadius,0.0076,3.02,"30,055"
Main-AIRoulette,0.0075,3.14,"9,838"
Main-WallJump,0.0075,2.96,"92,679"
Main-NonEntityGeneral,0.0075,3.15,"28,321"
Main-SuddenlyAlwaysKnewThat,0.0075,3.07,"30,008"
Main-XRaySparks,0.0075,2.95,"53,231"
Main-DeathMountain,0.0075,3.18,"41,202"
Main-UnitsNotToScale,0.0075,3.06,"76,856"
Main-DismantledMacGuffin,0.0075,3.05,"50,406"
Main-AscendedGlitch,0.0075,3.01,"93,263"
Main-ShoulderCannon,0.0074,2.96,"52,869"
Main-TelescopingRobot,0.0074,3.17,"7,113"
Main-SuperpoweredMooks,0.0074,2.99,"24,612"
Main-AfraidOfNeedles,0.0074,3.05,"29,923"
Main-AntiPoopSocking,0.0074,2.98,"130,597"
Main-CrossingTheStreams,0.0074,3.01,"16,880"
Main-LuckStat,0.0074,3.08,"12,818"
Main-SillinessSwitch,0.0074,2.90,"140,879"
Main-BowAndSwordInAccord,0.0073,2.95,"45,882"
Main-ThePowerOfTheSun,0.0073,2.93,"62,698"
Main-ChangingClothesIsAFreeAction,0.0073,2.95,"37,326"
Main-DoorToBefore,0.0073,3.03,"27,751"
Main-SuperMovePortraitAttack,0.0073,3.13,"21,327"
Main-DrowningPit,0.0073,3.02,"26,146"
Main-NerfArm,0.0073,2.86,"71,976"
Main-SequelDifficultyDrop,0.0073,2.96,"56,050"
Main-NoGearLevel,0.0073,2.96,"65,119"
Main-TraintopBattle,0.0073,2.98,"91,737"
Main-FishingMinigame,0.0072,3.14,"28,492"
Main-InevitableWaterfall,0.0072,2.99,"69,494"
Main-UltimateBlacksmith,0.0072,3.02,"37,132"
Main-WorldMap,0.0072,3.14,"41,938"
Main-SkeletonKey,0.0072,3.10,"41,114"
Main-SummonToHand,0.0072,2.99,"19,421"
Main-AssKicksYou,0.0072,2.91,"84,094"
Main-RainbowPimpGear,0.0072,3.02,"43,257"
Main-PointBuildSystem,0.0072,3.07,"97,657"
Main-MonsterArena,0.0072,3.15,"12,358"
Main-ElevatorActionSequence,0.0072,3.04,"51,173"
Main-UniversalPoison,0.0072,3.08,"30,102"
Main-TacticalSuicideBoss,0.0072,2.99,"40,228"
Main-RagdollPhysics,0.0071,3.16,"69,604"
Main-NoSidepathsNoExplorationNoFreedom,0.0071,3.07,"57,719"
Main-AutomaticCrossbows,0.0071,3.09,"21,240"
Main-TechnicolorDeath,0.0071,3.10,"8,013"
Main-PoisonedWeapons,0.0071,2.94,"52,498"
Main-RedemptionDemotion,0.0071,2.85,"51,072"
Main-NoArcInArchery,0.0071,3.14,"26,186"
Main-GoshHornet,0.0071,3.04,"59,149"
Main-CheckPointStarvation,0.0071,3.09,"62,348"
Main-DamageSpongeBoss,0.0071,3.15,"15,852"
Main-BadassLongRobe,0.0071,2.86,"68,516"
Main-ScaryScorpions,0.0071,2.98,"75,214"
Main-RhinoRampage,0.0071,2.89,"54,269"
Main-PreOrderBonus,0.0071,3.08,"10,331"
Main-WeBuyAnything,0.0070,3.06,"44,208"
Main-MotionCaptureMecha,0.0070,3.36,"3,688"
Main-BubblegloopSwamp,0.0070,3.14,"33,948"
Main-BreatherBoss,0.0070,3.05,"17,625"
Main-SignatureMove,0.0070,2.94,"86,916"
Main-CeilingCling,0.0070,3.02,"34,475"
Main-BenevolentArchitecture,0.0070,3.01,"51,136"
Main-GrenadeLauncher,0.0070,3.08,"21,286"
Main-ForcedTutorial,0.0070,2.99,"97,634"
Main-MultiMookMelee,0.0070,3.10,"49,555"
Main-Excalibur,0.0070,3.12,"40,885"
Main-TheSpiny,0.0070,3.18,"14,608"
Main-ExactTimeToFailure,0.0070,3.03,"39,794"
Main-GiveMeASword,0.0070,2.92,"38,096"
Main-BlockPuzzle,0.0070,3.04,"103,432"
Main-Backtracking,0.0070,3.58,"2,953"
Main-FireBreathingWeapon,0.0070,2.99,"78,793"
Main-BullfightBoss,0.0070,3.07,"37,800"
Main-NowWhereWasIGoingAgain,0.0070,3.05,"26,268"
Main-DoNotRunWithAGun,0.0069,3.09,"28,797"
Main-GoingThroughTheMotions,0.0069,3.02,"27,157"
Main-AllYourColorsCombined,0.0069,2.99,"37,580"
Main-ChuckYeager,0.0069,3.05,"19,301"
Main-StatisticallySpeaking,0.0069,3.14,"8,906"
Main-CheckPoint,0.0069,3.22,"35,400"
Main-FlyingSeafoodSpecial,0.0069,3.02,"71,169"
Main-AntiFrustrationFeatures,0.0069,3.01,"71,210"
Main-GoldenSnitch,0.0069,3.00,"207,968"
Main-AirborneMook,0.0069,3.16,"43,362"
Main-ParasolOfPain,0.0069,2.88,"110,859"
Main-BadassBack,0.0068,3.00,"22,196"
Main-SmashingHallwayTrapsOfDoom,0.0068,3.03,"27,361"
Main-DoppelgangerSpin,0.0068,2.98,"37,550"
Main-BossRoom,0.0068,3.13,"13,200"
Main-DropShip,0.0068,3.19,"12,692"
Main-PinkMist,0.0068,3.03,"61,764"
Main-StrippedToTheBone,0.0068,2.97,"43,102"
Main-GuiltBasedGaming,0.0068,2.91,"70,852"
Main-MagicCountdown,0.0068,2.94,"67,662"
Main-PlayerMooks,0.0068,3.10,"20,304"
Main-UnderwaterRuins,0.0068,3.08,"80,185"
Main-NeverTellMeTheOdds,0.0068,3.11,"12,190"
Main-SkippableBoss,0.0067,3.03,"20,253"
Main-AttackAttackRetreatRetreat,0.0067,3.05,"16,836"
Main-BlackMage,0.0067,3.11,"24,935"
Main-TennisBoss,0.0067,2.99,"44,268"
Main-TrouserSpace,0.0067,3.03,"30,206"
Main-SpitefulAI,0.0067,3.07,"24,308"
Main-PlayingPossum,0.0067,3.08,"26,124"
Main-TournamentPlay,0.0067,3.39,"29,791"
Main-CrimefightingWithCash,0.0067,3.04,"15,072"
Main-KillerYoyo,0.0067,3.10,"49,152"
Main-PainfullySlowProjectile,0.0067,3.10,"38,911"
Main-BubblyClouds,0.0067,3.19,"18,144"
Main-FinalExamBoss,0.0067,3.16,"21,424"
Main-BroughtDownToBadass,0.0066,3.01,"13,130"
Main-GetOnTheBoat,0.0066,2.99,"51,155"
Main-ShortRangeLongRangeWeapon,0.0066,2.87,"73,674"
Main-CrewOfOne,0.0066,3.08,"21,291"
Main-MagicTool,0.0066,3.09,"24,533"
Main-FightWoosh,0.0066,3.01,"43,297"
Main-RapidFireTyping,0.0065,3.01,"33,110"
Main-SprintShoes,0.0065,3.00,"46,060"
Main-RailingKill,0.0065,2.90,"69,349"
Main-FingerTwitchingRevival,0.0065,2.99,"29,606"
Main-YouHaveResearchedBreathing,0.0065,3.02,"40,380"
Main-JustPlaneWrong,0.0065,2.99,"86,699"
Main-WaxOnWaxOff,0.0065,3.04,"83,277"
Main-TechTree,0.0065,3.23,"32,990"
Main-LandMineGoesClick,0.0065,2.92,"60,727"
Main-Handguns,0.0065,2.92,"56,345"
Main-SpreadShot,0.0065,3.13,"48,155"
Main-PreexistingEncounters,0.0065,3.16,"25,774"
Main-ImprobablePilotingSkills,0.0065,3.05,"32,192"
Main-StormOfBlades,0.0065,3.03,"19,719"
Main-SomeKindOfForceField,0.0065,2.96,"35,482"
Main-NoDamageRun,0.0065,3.16,"21,367"
Main-AirVentPassageway,0.0065,2.79,"200,332"
Main-PreviousPlayerCharacterCameo,0.0065,3.04,"17,482"
Main-AntiAir,0.0065,3.07,"60,948"
Main-WireFu,0.0064,3.23,"11,873"
Main-TwentyFourHourArmor,0.0064,2.99,"28,774"
Main-GetBackHereBoss,0.0064,3.04,"31,783"
Main-BlackBlood,0.0064,3.06,"19,050"
Main-WeaponizedLandmark,0.0064,3.10,"15,367"
Main-SilverBullet,0.0064,3.09,"40,318"
Main-HulkingOut,0.0064,3.06,"25,692"
Main-ReverseGrip,0.0064,3.04,"16,744"
Main-BarrierBustingBlow,0.0064,3.11,"29,815"
Main-InescapableAmbush,0.0064,3.12,"11,770"
Main-BewareMyStingerTail,0.0064,3.04,"25,180"
Main-GangplankGalleon,0.0064,3.16,"20,368"
Main-HoverBoard,0.0064,3.18,"14,443"
Main-CommandAndConquerEconomy,0.0064,3.28,"31,325"
Main-PointDefenseless,0.0064,3.11,"16,172"
Main-SniperPistol,0.0064,3.06,"29,982"
Main-SaveGameLimits,0.0064,3.04,"34,663"
Main-FullSetBonus,0.0064,3.14,"6,388"
Main-ElementalCrafting,0.0064,3.02,"35,815"
Main-FingerSnapLighter,0.0064,3.08,"13,239"
Main-HeroicBloodshed,0.0064,3.06,"41,740"
Main-PureAwesomeness,0.0064,3.17,"21,641"
Main-ElitesAreMoreGlamorous,0.0063,2.99,"70,466"
Main-MacheteMayhem,0.0063,3.05,"37,989"
Main-WilliamTelling,0.0063,3.07,"74,649"
Main-TimeToUnlockMoreTruePotential,0.0063,3.11,"27,931"
Main-AdvancingBossOfDoom,0.0063,3.10,"18,906"
Main-ScopeSnipe,0.0063,3.06,"45,856"
Main-DeadlyDisc,0.0063,3.07,"37,759"
Main-SticksToTheBack,0.0063,3.01,"26,272"
Main-BoomStick,0.0063,3.07,"18,309"
Main-SheatheYourSword,0.0063,3.02,"27,238"
Main-LoweredMonsterDifficulty,0.0063,2.88,"43,833"
Main-ConvergingStreamWeapon,0.0063,3.02,"10,411"
Main-CatsHaveNineLives,0.0063,3.09,"86,330"
Main-KnockoutGas,0.0063,3.11,"43,706"
Main-ExtendedDisarming,0.0063,2.97,"44,318"
Main-HurricaneKick,0.0063,3.00,"53,806"
Main-SlashedThroat,0.0063,2.97,"96,385"
Main-WeaponsKitchenSink,0.0063,3.07,"19,257"
Main-AttackBackfire,0.0062,3.06,"54,870"
Main-ILetYouWin,0.0062,3.07,"7,108"
Main-SwissArmyAppendage,0.0062,3.00,"36,143"
Main-HeroUnit,0.0062,3.11,"29,707"
Main-NonLethalWarfare,0.0062,3.03,"37,685"
Main-PetalPower,0.0062,3.07,"25,211"
Main-Gundamjack,0.0062,2.94,"59,428"
Main-SomedayThisWillComeInHandy,0.0062,2.97,"54,774"
Main-Whoring,0.0062,3.08,"27,778"
Main-CutAndPasteEnvironments,0.0062,3.02,"71,923"
Main-UnexplainedRecovery,0.0062,2.80,"112,526"
Main-HelpfulMook,0.0062,3.06,"58,808"
Main-TransformationNameAnnouncement,0.0062,2.96,"30,939"
Main-TheCoatsAreOff,0.0062,2.99,"21,240"
Main-DescriptionPorn,0.0062,3.12,"21,407"
Main-ShootOutTheLock,0.0062,2.99,"77,271"
Main-BangBangBANG,0.0062,3.03,"52,654"
Main-OminousFloatingSpaceship,0.0062,3.25,"8,355"
Main-GrievousBottleyHarm,0.0061,2.97,"105,497"
Main-PowerEchoes,0.0061,3.07,"11,582"
Main-EMP,0.0061,2.87,"77,896"
Main-BodyCountCompetition,0.0061,2.99,"17,206"
Main-CognizantLimbs,0.0061,3.05,"27,180"
Main-ThrivingGhostTown,0.0061,3.10,"14,976"
Main-MookPromotion,0.0061,2.98,"22,263"
Main-FloatingPlatforms,0.0061,3.16,"26,842"
Main-WizardDuel,0.0061,2.86,"69,100"
Main-ShonenUpgrade,0.0061,3.10,"11,691"
Main-AccidentalAimingSkills,0.0061,3.04,"124,081"
Main-ILikeThoseOdds,0.0061,2.91,"65,181"
Main-EleventhHourRanger,0.0061,3.09,"7,539"
Main-NotSoInvincibleAfterAll,0.0061,3.02,"11,149"
Main-BuildingSwing,0.0061,3.06,"20,288"
Main-FirstTown,0.0061,3.19,"8,936"
Main-BettingMiniGame,0.0061,3.06,"31,498"
Main-CommLinks,0.0061,3.04,"36,300"
Main-SpinningOutOfHere,0.0061,3.20,"4,754"
Main-NationalWeapon,0.0061,3.24,"5,956"
Main-BulletCatch,0.0061,2.86,"125,422"
Main-FlungClothing,0.0061,3.05,"15,469"
Main-ImpressivePyrotechnics,0.0060,3.27,"9,979"
Main-TheMinionMaster,0.0060,3.19,"20,150"
Main-SecondaryFire,0.0060,3.07,"24,992"
Main-EenieMeenieMinyMoai,0.0060,3.05,"42,510"
Main-RegeneratingHealth,0.0060,3.02,"55,090"
Main-RecurringElement,0.0060,3.11,"11,105"
Main-DeathDealer,0.0060,3.02,"36,896"
Main-LordBritishPostulate,0.0060,2.99,"62,445"
Main-TierInducedScrappy,0.0060,2.88,"55,202"
Main-CallAHitPointASmeerp,0.0060,3.05,"42,784"
Main-AllInARow,0.0060,3.06,"43,195"
Main-VisibleInvisibility,0.0060,2.92,"105,610"
Main-InterchangeableAntimatterKeys,0.0060,3.08,"44,446"
Main-DeadManSwitch,0.0060,3.05,"17,134"
Main-SomebodySetUpUsTheBomb,0.0060,3.06,"12,758"
Main-TakeCover,0.0060,3.09,"46,372"
Main-TheRoleplayer,0.0060,3.21,"29,876"
Main-MagicAntidote,0.0060,3.10,"14,816"
Main-OxygenMeter,0.0060,3.12,"34,249"
Main-SkySurfing,0.0060,3.07,"17,281"
Main-TemporaryPlatform,0.0060,3.16,"19,247"
Main-WindowPain,0.0060,2.97,"103,531"
Main-LevelEditor,0.0060,3.10,"145,843"
Main-DeathByFallingOver,0.0060,3.02,"83,877"
Main-SwordCane,0.0060,3.05,"31,073"
Main-ReportingNames,0.0060,3.14,"25,471"
Main-DifficultyByRegion,0.0060,3.10,"44,212"
Main-ComMons,0.0060,3.23,"8,960"
Main-Shotoclone,0.0060,3.12,"25,742"
Main-ClockTower,0.0060,2.95,"155,307"
Main-SurprisinglySuddenDeath,0.0060,3.08,"8,213"
Main-WackyRacing,0.0060,2.97,"110,801"
Main-AlwaysClose,0.0059,3.10,"11,723"
Main-LiteralCliffhanger,0.0059,3.07,"30,789"
Main-MonowheelMayhem,0.0059,3.18,"7,228"
Main-SnowballFight,0.0059,2.95,"51,353"
Main-UtilityBelt,0.0059,3.05,"26,842"
Main-CombatClairvoyance,0.0059,3.06,"28,732"
Main-DontSneakUpOnMeLikeThat,0.0059,3.06,"56,151"
Main-SwordAndSorcerer,0.0059,3.05,"15,420"
Main-HouseRules,0.0059,3.11,"84,910"
Main-AmateurPhotographer,0.0059,3.14,"21,874"
Main-WaterIsAir,0.0059,2.92,"102,504"
Main-CommonPlaceRare,0.0059,3.06,"26,796"
Main-GoldenSaucer,0.0059,3.13,"18,496"
Main-KungFuProofMook,0.0059,2.93,"56,905"
Main-EdibleAmmunition,0.0059,2.94,"74,765"
Main-SlidingScaleOfTurnRealism,0.0059,3.33,"2,400"
Main-BringMyRedJacket,0.0058,3.05,"30,605"
Main-SnipingMission,0.0058,3.18,"7,124"
Main-ShowdownAtHighNoon,0.0058,3.08,"38,677"
Main-WhatAPieceOfJunk,0.0058,3.10,"24,924"
Main-CouldHaveBeenMessy,0.0058,3.07,"26,389"
Main-ControllableHelplessness,0.0058,2.99,"79,516"
Main-BossRemix,0.0058,2.92,"46,205"
Main-TractorBeam,0.0058,3.13,"17,137"
Main-TheGambler,0.0058,3.03,"71,548"
Main-ShovelStrike,0.0058,3.01,"30,050"
Main-CarCushion,0.0058,3.06,"20,751"
Main-RiddleMeThis,0.0058,3.14,"26,690"
Main-ArmorPiercing,0.0058,3.06,"21,960"
Main-StandardSciFiFleet,0.0058,3.00,"37,892"
Main-MasterPoisoner,0.0058,3.15,"8,357"
Main-ArrowCam,0.0058,3.09,"25,962"
Main-PeninsulaOfPowerLeveling,0.0058,3.05,"20,473"
Main-CoOpMultiplayer,0.0057,3.18,"59,615"
Main-LeapOfFaith,0.0057,3.06,"35,420"
Main-DoWellButNotPerfect,0.0057,3.02,"38,236"
Main-TheRedMage,0.0057,3.07,"15,208"
Main-NoOneShouldSurviveThat,0.0057,2.98,"63,962"
Main-UniqueEnemy,0.0057,3.04,"30,517"
Main-LastLousyPoint,0.0057,3.03,"53,021"
Main-ChokeHolds,0.0057,3.21,"8,253"
Main-SensorSuspense,0.0057,3.06,"27,931"
Main-OverratedAndUnderleveled,0.0057,3.08,"7,439"
Main-GravitySucks,0.0057,3.07,"29,563"
Main-ZeroChops,0.0057,3.05,"29,026"
Main-TechnicolorScience,0.0057,2.96,"88,419"
Main-PortTown,0.0057,3.20,"5,234"
Main-RainOfBlood,0.0057,2.90,"80,421"
Main-EnemyDetectingRadar,0.0056,3.07,"26,460"
Main-Noob,0.0056,3.34,"50,472"
Main-InvulnerableCivilians,0.0056,3.17,"61,999"
Main-MagicMissile,0.0056,3.16,"11,818"
Main-WolfpackBoss,0.0056,3.06,"15,667"
Main-TheBattleDidntCount,0.0056,3.02,"15,260"
Main-RidiculouslyFastConstruction,0.0056,3.21,"19,645"
Main-ConspicuouslyLightPatch,0.0056,3.02,"43,707"
Main-UniversalDriversLicense,0.0056,2.98,"29,472"
Main-ChainReactionDestruction,0.0056,3.12,"73,050"
Main-LoyalPhlebotinum,0.0056,3.04,"21,203"
Main-SuperheroPackingHeat,0.0056,3.06,"12,443"
Main-AudibleGleam,0.0056,2.97,"29,432"
Main-TheWorldIsJustAwesome,0.0056,2.86,"93,997"
Main-GunTwirling,0.0056,2.88,"55,622"
Main-KonamiCode,0.0056,3.09,"52,553"
Main-PostDramaticStressDisorder,0.0055,3.01,"20,443"
Main-MKWalker,0.0055,3.13,"11,185"
Main-TripodTerror,0.0055,3.00,"36,923"
Main-WithMyHandsTied,0.0055,2.99,"26,983"
Main-Faceship,0.0055,3.15,"5,630"
Main-FighterLaunchingSequence,0.0055,3.03,"33,989"
Main-PaperMaster,0.0055,3.10,"29,862"
Main-WhatTheFuAreYouDoing,0.0055,3.04,"52,417"
Main-VideoGameFlight,0.0055,3.05,"55,224"
Main-NobodyCanDie,0.0055,3.17,"19,809"
Main-InvisibleMonsters,0.0055,2.89,"97,190"
Main-CatchAndReturn,0.0055,2.98,"30,233"
Main-WalkingTank,0.0055,3.00,"38,863"
Main-Mithril,0.0055,3.33,"3,907"
Main-StalkedByTheBell,0.0055,2.92,"158,431"
Main-BlackHelicopter,0.0055,3.06,"81,360"
Main-IncrediblyObviousBomb,0.0055,3.05,"16,823"
Main-BloodstainedGlassWindows,0.0055,2.96,"29,054"
Main-RevenueEnhancingDevices,0.0055,3.12,"20,819"
Main-SlowMotionFall,0.0054,3.13,"25,200"
Main-MeteorMove,0.0054,2.97,"37,397"
Main-MultiformBalance,0.0054,3.10,"13,094"
Main-TalkToEveryone,0.0054,3.23,"7,810"
Main-NoWaterProofingInTheFuture,0.0054,2.98,"38,970"
Main-Snowlems,0.0054,2.97,"62,523"
Main-SuckingInLines,0.0054,2.94,"32,039"
Main-SplashDamage,0.0054,3.19,"12,202"
Main-BlackMarket,0.0054,3.11,"21,898"
Main-IfItSwimsItFlies,0.0054,3.12,"10,374"
Main-CrackingUp,0.0054,3.06,"26,779"
Main-ReadingsBlewUpTheScale,0.0054,3.12,"61,454"
Main-HitAndRunTactics,0.0054,3.08,"19,042"
Main-EveryTenThousandPoints,0.0054,3.27,"36,623"
Main-PvE,0.0054,3.48,"2,360"
Main-ChainedByFashion,0.0054,2.98,"26,614"
Main-AerosolFlamethrower,0.0054,2.92,"138,615"
Main-InertialDampening,0.0053,3.09,"23,094"
Main-DevelopersRoom,0.0053,3.13,"19,242"
Main-UnexpectedShmupLevel,0.0053,3.02,"43,431"
Main-FieldPowerEffect,0.0053,3.11,"13,662"
Main-QuadDamage,0.0053,3.21,"22,893"
Main-BackFromTheBrink,0.0053,2.99,"41,394"
Main-ContextSensitiveButton,0.0053,3.06,"29,127"
Main-WoodenKatanasAreEvenBetter,0.0053,2.99,"39,935"
Main-BigLabyrinthineBuilding,0.0053,3.02,"33,291"
Main-BadassAutomaton,0.0053,2.93,"43,993"
Main-OlderIsBetter,0.0053,3.16,"11,527"
Main-YouWillNotEvadeMe,0.0053,3.04,"9,383"
Main-EveryJapaneseSwordIsAKatana,0.0053,3.45,"3,013"
Main-ClownCarGrave,0.0053,3.08,"15,107"
Main-DefensiveFeintTrap,0.0053,2.96,"44,396"
Main-WeDoTheImpossible,0.0053,3.09,"17,181"
Main-StabTheScorpion,0.0053,2.89,"57,880"
Main-Vibroweapon,0.0053,3.10,"8,025"
Main-WeSellEverything,0.0053,2.90,"49,901"
Main-LastDiscMagic,0.0053,3.21,"3,927"
Main-PixelHunt,0.0053,3.10,"26,247"
Main-PinballScoring,0.0053,3.06,"103,112"
Main-ElementalPunch,0.0053,3.01,"16,208"
Main-LuckilyMyPowersWillProtectMe,0.0053,3.10,"14,503"
Main-CrossCounter,0.0053,3.01,"26,256"
Main-AwesomenessIsVolatile,0.0053,3.06,"18,717"
Main-QuicksandBox,0.0053,3.05,"33,041"
Main-CoolHelmet,0.0053,3.04,"20,056"
Main-EventFlag,0.0053,3.14,"18,777"
Main-MacguffinMelee,0.0053,3.03,"25,115"
Main-SuperRobotGenre,0.0053,2.95,"77,365"
Main-ShinyLookingSpaceships,0.0053,3.06,"26,670"
Main-StoryToGameplayRatio,0.0052,3.05,"30,758"
Main-SteppingStoneSword,0.0052,3.09,"21,073"
Main-ConspicuouslySelectivePerception,0.0052,3.16,"9,908"
Main-OverlyLongFightingAnimation,0.0052,3.06,"12,454"
Main-SolarPoweredMagnifyingGlass,0.0052,3.12,"21,716"
Main-SpinToDeflectStuff,0.0052,2.99,"18,258"
Main-BallisticDiscount,0.0052,3.08,"57,911"
Main-LazyBackup,0.0052,3.02,"26,871"
Main-VehicularCombat,0.0052,3.10,"117,123"
Main-UnblockableAttack,0.0052,3.06,"28,625"
Main-ItemGet,0.0052,3.10,"12,793"
Main-SecretLevel,0.0052,3.23,"18,576"
Main-BadassBlink,0.0052,3.08,"17,012"
Main-CatchAFallingStar,0.0052,3.01,"16,855"
Main-MyLittlePanzer,0.0052,2.95,"92,181"
Main-IKEAWeaponry,0.0052,3.08,"29,806"
Main-SpaceStation,0.0052,3.01,"87,314"
Main-RestartAtLevelOne,0.0051,2.98,"54,066"
Main-TheBridge,0.0051,3.08,"25,252"
Main-Overheating,0.0051,3.13,"32,053"
Main-PurposefullyOverpowered,0.0051,3.00,"20,366"
Main-HeavilyArmoredMook,0.0051,3.14,"22,617"
Main-ChandlersLaw,0.0051,3.09,"20,838"
Main-UnorthodoxReload,0.0051,3.04,"41,914"
Main-NewRulesAsThePlotDemands,0.0051,3.09,"12,020"
Main-ExclusiveEnemyEquipment,0.0051,3.18,"7,745"
Main-BreakingTheFellowship,0.0051,3.06,"21,380"
Main-BeepingComputers,0.0051,3.08,"44,630"
Main-EasingIntoTheAdventure,0.0051,2.98,"33,265"
Main-WillfullyWeak,0.0051,2.87,"47,541"
Main-LikeCannotCutLike,0.0051,3.04,"24,001"
Main-WhiteMage,0.0051,3.26,"18,462"
Main-SomeDexterityRequired,0.0050,3.06,"49,793"
Main-GoingCritical,0.0050,2.97,"43,500"
Main-ICanStillFight,0.0050,3.03,"22,544"
Main-MonsterCompendium,0.0050,3.03,"21,470"
Main-LavaIsBoilingKoolAid,0.0050,3.04,"30,002"
Main-TryEverything,0.0050,3.17,"16,496"
Main-ShowyInvincibleHero,0.0050,3.07,"10,551"
Main-FixedScrollingLevel,0.0050,3.24,"18,125"
Main-TechnicianVersusPerformer,0.0050,2.93,"84,482"
Main-ClimbingClimax,0.0050,3.02,"45,076"
Main-ShopliftAndDie,0.0050,3.08,"19,318"
Main-WalkingArmory,0.0050,2.82,"47,119"
Main-BookcasePassage,0.0050,3.04,"98,868"
Main-SubsystemDamage,0.0050,3.08,"41,448"
Main-SecondHourSuperpower,0.0050,3.01,"20,911"
Main-EasierThanEasy,0.0050,3.14,"21,673"
Main-BraggartBoss,0.0050,2.94,"14,283"
Main-FrictionlessIce,0.0050,3.18,"35,536"
Main-ShootingGallery,0.0050,3.03,"31,320"
Main-WeaponizedExhaust,0.0049,2.88,"53,435"
Main-CaptainCrash,0.0049,3.04,"31,150"
Main-WaterIsBlue,0.0049,3.37,"9,534"
Main-ShootEverythingThatMoves,0.0049,3.23,"3,217"
Main-InformedEquipment,0.0049,2.91,"52,292"
Main-MutualKill,0.0049,3.03,"29,528"
Main-PromotedToUnlockable,0.0049,3.13,"6,022"
Main-Multishot,0.0049,3.13,"16,085"
Main-ThreePointLanding,0.0049,3.07,"70,951"
