Label,Eigenvector Centrality,Closeness Centrality,Betweenness Centrality
Main-AscendedFanfic,0.0025,2.96,"66,353"
Main-TruckDriversGearChange,0.0025,3.05,"203,298"
Main-WaybackTrip,0.0025,3.20,"3,534"
Main-DistantDuet,0.0025,3.22,"6,865"
Main-MindYourStep,0.0025,3.10,"10,051"
Main-CityOfGold,0.0025,3.20,"9,225"
Main-OntologicalInertia,0.0025,3.24,"1,064"
Main-PlayingThePlayer,0.0025,2.99,"14,174"
Main-AngelsPose,0.0025,3.05,"15,609"
Main-KirbyDots,0.0025,3.14,"3,473"
Main-MisterDanger,0.0025,3.09,"13,159"
Main-DrivingADesk,0.0025,3.13,"13,546"
Main-EarthDrift,0.0025,3.07,"11,699"
Main-CanonFodder,0.0025,2.93,"26,081"
Main-UndignifiedDeath,0.0025,3.08,"17,020"
Main-PlotThreads,0.0025,3.03,"27,654"
Main-AesopJuJitsu,0.0025,3.21,"1,458"
Main-BonusSpace,0.0025,3.67,"4,612"
Main-EvolvingTrope,0.0025,3.16,"11,940"
Main-SplashPanel,0.0025,3.19,"6,516"
Main-AstronomicZoom,0.0024,2.99,"28,077"
Main-TheManIsStickingItToTheMan,0.0024,3.12,"37,348"
Main-AllohistoricalAllusion,0.0024,3.07,"31,554"
Main-ComplainingAboutPeopleNotLikingTheShow,0.0024,3.31,"4,608"
Main-Whitehall,0.0024,3.74,"1,249"
Main-BiasSteamroller,0.0024,3.06,"40,537"
Main-ReplacementArtifact,0.0024,3.31,457
Main-NarrativeFiligree,0.0024,3.11,"10,551"
Main-EveryYearTheyFizzleOut,0.0024,3.02,"61,225"
Main-OpiumDen,0.0024,3.22,"8,973"
Main-TheNounAndTheNoun,0.0024,3.17,"28,744"
Main-EskimoLand,0.0024,3.40,"4,096"
Main-BoomTown,0.0024,3.29,"8,739"
Main-BreakupSong,0.0024,3.17,"23,994"
Main-CrashCourseLanding,0.0024,3.18,"5,481"
Main-MyLifeFlashedBeforeMyEyes,0.0024,3.10,"10,560"
Main-RecursiveFanfiction,0.0024,3.20,"127,313"
Main-WeWillSpendCreditsInTheFuture,0.0024,3.15,"8,655"
Main-StringTheory,0.0024,3.21,"1,475"
Main-NonAppearingTitle,0.0024,3.17,"85,926"
Main-PhoneBooth,0.0024,3.07,"40,191"
Main-ArtisticLicenseShips,0.0024,3.10,"30,001"
Main-WritersSuck,0.0024,2.96,"46,575"
Main-VindicatedByCable,0.0024,3.08,"27,678"
Main-MyHorseIsAMotorbike,0.0024,3.18,"6,889"
Main-StarringSpecialEffects,0.0024,3.19,"7,047"
Main-BiggerThanJesus,0.0024,3.10,"15,453"
Main-MisterSandmanSequence,0.0024,2.98,"47,227"
Main-AnimalAthleteLoophole,0.0024,3.19,"11,779"
Main-MinigameGame,0.0024,3.23,"144,509"
Main-JukeboxMusical,0.0024,3.21,"30,241"
Main-SurvivalistStash,0.0024,3.23,"9,341"
Main-NonLinearCharacter,0.0024,3.08,"13,570"
Main-DearNegativeReader,0.0024,3.13,"25,416"
Main-ToughActToFollow,0.0024,2.91,"42,892"
Main-LeaveThePlotThreadsHanging,0.0024,2.99,"45,633"
Main-YearZero,0.0024,3.18,"2,747"
Main-NewTechnologyIsEvil,0.0024,3.16,"20,322"
Main-DramaticChaseOpening,0.0024,3.00,"60,000"
Main-ItsShortSoItSucks,0.0024,2.99,"35,805"
Main-RuinsOfTheModernAge,0.0024,3.20,"11,742"
Main-IWishItWereReal,0.0024,3.06,"23,153"
Main-SockPuppet,0.0024,3.18,"98,639"
Main-SesameStreetCred,0.0024,3.05,"15,661"
Main-DiagonalSpeedBoost,0.0024,3.33,"6,741"
Main-DreamMelody,0.0023,3.10,"17,346"
Main-DroneOfDread,0.0023,3.07,"11,673"
Main-CelebrityEdition,0.0023,3.21,"58,415"
Main-MainstreamObscurity,0.0023,2.96,"29,182"
Main-HollywoodEconomics,0.0023,3.22,"28,673"
Main-BitCharacter,0.0023,3.47,"5,564"
Main-Descriptiveville,0.0023,2.91,"14,660"
Main-Disneyesque,0.0023,3.20,"4,726"
Main-TalentShow,0.0023,3.32,"29,152"
Main-RegionalRiff,0.0023,3.25,"9,168"
Main-SequelSnark,0.0023,3.18,"2,993"
Main-FandomHeresy,0.0023,3.25,"9,516"
Main-HopelessAuditionees,0.0023,3.25,"10,923"
Main-RidiculousFutureSequelisation,0.0023,3.06,"28,557"
Main-Subject101,0.0023,3.17,"13,581"
Main-MovieBonusSong,0.0023,3.34,"10,440"
Main-YeahShot,0.0023,2.97,"22,758"
Main-SendingStuffToSaveTheShow,0.0023,3.03,"11,275"
Main-CheekyMouth,0.0023,3.26,"6,261"
Main-ComicBookMoviesDontUseCodenames,0.0023,3.13,"45,689"
Main-RepurposedPopSong,0.0023,3.09,"119,737"
Main-HypotheticalCasting,0.0023,3.10,"59,534"
Main-Zonk,0.0023,3.54,"6,974"
Main-EveryoneIsSatanInHell,0.0023,2.95,"48,297"
Main-DifferentInEveryEpisode,0.0023,3.19,"1,622"
Main-InformationWantsToBeFree,0.0023,3.14,"8,763"
Main-NotQuiteStarring,0.0023,3.20,"13,634"
Main-NewsParody,0.0023,3.20,"26,523"
Main-LostInCharacter,0.0023,3.04,"20,955"
Main-IrrelevantActOpener,0.0023,3.21,"17,050"
Main-FashionsNeverChange,0.0023,3.25,"6,455"
Main-CompoundInterestTimeTravelGambit,0.0023,3.10,"7,724"
Main-ThePrimaDonna,0.0023,3.22,"16,319"
Main-OurGraphicsWillSuckInTheFuture,0.0023,3.09,"11,447"
Main-SoleEntertainmentOption,0.0023,3.32,992
Main-AlohaHawaii,0.0023,3.11,"31,051"
Main-EveryCarIsRearWheelDrive,0.0023,3.25,"6,954"
Main-EarthShatteringPoster,0.0023,3.27,"7,793"
Main-MadLibFantasyTitle,0.0023,3.06,"17,596"
Main-RecognitionFailure,0.0023,3.14,"7,371"
Main-WhatWereTheySellingAgain,0.0023,3.09,"18,687"
Main-MarathonRunning,0.0023,3.16,"4,766"
Main-YourMakeupIsRunning,0.0023,3.26,"4,341"
Main-DramaticReading,0.0023,3.24,"16,537"
Main-CriticalDissonance,0.0023,2.94,"85,770"
Main-MonkeysOnATypewriter,0.0023,3.28,"2,865"
Main-PreachingToTheChoir,0.0023,3.29,"6,593"
Main-LotteryTicket,0.0023,3.14,"13,202"
Main-ComicBookLimbo,0.0023,3.24,"6,751"
Main-CrossThrough,0.0023,3.05,"8,887"
Main-NewscasterCameo,0.0023,3.07,"47,202"
Main-ThemeTuneExtended,0.0023,2.95,"22,793"
Main-NearVictoryFanfare,0.0023,3.14,"3,343"
Main-DudeNotIronic,0.0023,3.30,"3,711"
Main-TheyCopiedItSoItSucks,0.0023,2.78,"76,227"
Main-ArcSymbol,0.0023,3.11,"8,091"
Main-OneOfOurOwn,0.0023,3.27,"3,877"
Main-HistoricalHilarity,0.0023,2.98,"21,203"
Main-PhlebotinumInducedStupidity,0.0023,3.04,"6,127"
Main-SoaplandChristmas,0.0023,3.16,"14,223"
Main-SelfDefeatingProphecy,0.0022,3.25,"38,448"
Main-SidekickSong,0.0022,3.14,"15,655"
Main-ThrowingOffTheDisability,0.0022,3.03,"16,388"
Main-SuggestedBy,0.0022,3.30,"7,098"
Main-SecondLawOfMetafictionalThermodynamics,0.0022,3.03,"8,307"
Main-TheHighMiddleAges,0.0022,3.20,"10,808"
Main-SubwaysSuck,0.0022,3.20,"6,843"
Main-RoundRobin,0.0022,2.97,"127,336"
Main-ProductionForeshadowing,0.0022,3.13,"5,753"
Main-LatinLand,0.0022,3.29,"7,314"
Main-SpaceTrucker,0.0022,3.07,"7,451"
Main-HumanFocusedAdaptation,0.0022,3.10,"7,421"
Main-EpilepticFlashingLights,0.0022,3.19,"65,310"
Main-BizarroFiction,0.0022,3.38,"670,260"
Main-YoungFutureFamousPeople,0.0022,3.11,"23,048"
Main-SongFic,0.0022,3.20,"7,508"
Main-TheWhiteHouse,0.0022,3.13,"20,399"
Main-HollywoodCostuming,0.0022,3.04,"25,322"
Main-AnyoneRememberPogs,0.0022,3.15,"11,877"
Main-PowerBallad,0.0022,3.31,"2,342"
Main-BandOfRelatives,0.0022,3.28,"3,691"
Main-Jingle,0.0022,3.59,"30,116"
Main-DeliciousFruitPies,0.0022,3.14,"18,140"
Main-ConsoleCameo,0.0022,3.16,"8,971"
Main-HardCore,0.0022,3.29,"8,598"
Main-FictionalVideoGame,0.0022,3.05,"32,255"
Main-SequelNonEntity,0.0022,3.20,"5,500"
Main-SeasonFluidity,0.0022,3.09,"8,441"
Main-TitleConfusion,0.0022,3.00,"17,962"
Main-LandOfOneCity,0.0022,3.11,"15,287"
Main-ShoutBox,0.0022,3.43,"2,184"
Main-WarFic,0.0022,3.15,"98,119"
Main-TheJoyOfX,0.0022,2.85,"167,839"
Main-Sampling,0.0022,3.26,"24,183"
Main-FoilerFootage,0.0022,3.19,"1,649"
Main-SecondPersonNarration,0.0022,3.11,"22,996"
Main-WritingForTheTrade,0.0022,3.08,"44,212"
Main-ThemeAndVariationsSoundtrack,0.0022,3.14,"71,456"
Main-ButIPlayOneOnTV,0.0022,3.07,"24,549"
Main-TallPoppySyndrome,0.0022,3.00,"30,914"
Main-PraisingShowsYouDontWatch,0.0022,3.01,"18,920"
Main-LegCling,0.0022,3.07,"15,572"
Main-WhyFandomCantHaveNiceThings,0.0022,3.00,"19,938"
Main-LoggingOntoTheFourthWall,0.0022,3.06,"5,079"
Main-ArtisticLicenseEconomics,0.0022,2.86,"46,986"
Main-ArtisticLicenseGeology,0.0022,3.10,"10,172"
Main-FrontierDoctor,0.0022,3.27,"6,000"
Main-CluelessMystery,0.0022,3.06,"25,802"
Main-ComicBooksAreReal,0.0022,2.99,"11,560"
Main-DisneyOwnsThisTrope,0.0021,2.94,"50,160"
Main-GothicPunk,0.0021,3.14,"9,129"
Main-Tontine,0.0021,3.18,"9,544"
Main-Machinomics,0.0021,3.29,"10,870"
Main-GoryDeadlyOverkillTitleOfFatalDeath,0.0021,3.01,"83,904"
Main-InferredSurvival,0.0021,3.03,"11,946"
Main-TheConstant,0.0021,2.94,"28,715"
Main-EarTrumpet,0.0021,3.28,"7,035"
Main-MyPetMonster,0.0021,3.31,550
Main-MountainMan,0.0021,3.18,"42,116"
Main-DifferentWorldDifferentMovies,0.0021,3.19,"6,723"
Main-AcceptableHobbyTargets,0.0021,2.97,"21,104"
Main-CookingShow,0.0021,3.39,"133,727"
Main-IGotARock,0.0021,3.07,"11,776"
Main-TheTwelvePrinciplesOfAnimation,0.0021,3.50,"1,788"
Main-AdBumpers,0.0021,3.24,"12,204"
Main-MinskyPickup,0.0021,3.14,"5,407"
Main-LeftItIn,0.0021,3.21,"25,951"
Main-GarbageWrestler,0.0021,3.34,"11,178"
Main-OnlyElectricSheepAreCheap,0.0021,2.99,"16,193"
Main-ScriptFic,0.0021,3.12,"82,615"
Main-FirstLawOfTragicomedies,0.0021,2.92,"34,119"
Main-MusicalWorldHypotheses,0.0021,3.11,"9,153"
Main-EpicRace,0.0021,3.07,"63,277"
Main-EveryoneOwnsAMac,0.0021,3.11,"8,143"
Main-UnratedEdition,0.0021,3.25,"13,876"
Main-ItBelongsInAMuseum,0.0021,3.07,"12,970"
Main-EasyComeEasyGo,0.0021,3.08,"56,379"
Main-WhatAreRecords,0.0021,3.15,"5,947"
Main-IThoughtThatWas,0.0021,2.50,"2,313,992"
Main-GeekReferencePool,0.0021,2.94,"13,924"
Main-LooseCanon,0.0021,3.05,"18,573"
Main-ActBreak,0.0021,3.48,"3,076"
Main-Lickspittle,0.0021,3.04,"24,688"
Main-IntimidatingRevenueService,0.0021,3.07,"60,385"
Main-Jazz,0.0021,3.26,"15,491"
Main-NotNamedInOpeningCredits,0.0021,3.03,"17,929"
Main-BeardOfBarbarism,0.0021,3.23,"4,627"
Main-TheSongBeforeTheStorm,0.0021,3.29,"4,350"
Main-MemeticBystander,0.0021,3.05,"8,109"
Main-CrimeTimeSoap,0.0021,3.41,"2,501"
Main-MissKitty,0.0021,3.06,"28,170"
Main-TitledAfterTheSong,0.0021,3.08,"47,302"
Main-NotSoSmallRole,0.0021,3.25,"1,330"
Main-CocaPepsiInc,0.0021,3.11,"12,029"
Main-InvisibleAdvertising,0.0021,3.20,"6,690"
Main-FatherNeptune,0.0021,3.16,"7,662"
Main-SongOfSongTitles,0.0021,3.51,"1,440"
Main-SymbologyResearchFailure,0.0021,3.25,"1,070"
Main-NostalgicMusicbox,0.0021,3.07,"13,114"
Main-JapaneseHolidays,0.0021,3.48,"1,504"
Main-HateFic,0.0021,3.17,"10,922"
Main-MurdererPOV,0.0021,3.11,"24,912"
Main-MatchThreeGame,0.0021,3.30,"30,676"
Main-PerfumeCommercial,0.0021,3.18,"36,978"
Main-DivorcedInstallment,0.0021,3.09,"59,337"
Main-DesolationShot,0.0021,3.03,"23,094"
Main-ImagineSpotting,0.0020,3.22,"2,155"
Main-PathOfGreatestResistance,0.0020,3.34,"7,718"
Main-StockFootageFailure,0.0020,3.08,"10,094"
Main-MeanwhileBackAtThe,0.0020,3.05,"30,654"
Main-MultiNationalShows,0.0020,3.42,"31,282"
Main-QualityByPopularVote,0.0020,3.58,"1,851"
Main-ReviewsAreTheGospel,0.0020,3.10,"8,778"
Main-HowTheCharacterStoleChristmas,0.0020,3.21,"2,255"
Main-SpellMyNameWithABlank,0.0020,3.17,"15,428"
Main-ItsAlwaysSunnyInMiami,0.0020,3.07,"7,346"
Main-ALittleSomethingWeCallRockAndRoll,0.0020,3.12,"9,456"
Main-RequiredSpinoffCrossover,0.0020,3.08,"13,398"
Main-IsThereADoctorInTheHouse,0.0020,3.11,"10,057"
Main-IndecisiveMedium,0.0020,3.03,"20,948"
Main-OminousMultipleScreens,0.0020,3.13,"6,001"
Main-VFormationTeamShot,0.0020,3.09,"28,545"
Main-CuckoolandianCounterpart,0.0020,3.29,"2,556"
Main-Horrorcore,0.0020,3.28,"103,683"
Main-MoneySong,0.0020,3.32,"9,125"
Main-DisneyDogFight,0.0020,3.22,"3,223"
Main-UnacceptableTargets,0.0020,3.00,"28,739"
Main-GirlShowGhetto,0.0020,2.96,"18,606"
Main-SimSimSalabim,0.0020,3.04,"17,946"
Main-FailedAuditionPlot,0.0020,3.47,"10,619"
Main-Toontown,0.0020,3.20,"7,688"
Main-StreisandEffect,0.0020,3.04,"19,199"
Main-WarHasNeverBeenSoMuchFun,0.0020,3.12,"6,998"
Main-SynchroVox,0.0020,3.22,"5,979"
Main-CelebritySurvivor,0.0020,3.00,"21,951"
Main-HelpYourselfInTheFuture,0.0020,2.95,"34,704"
Main-VillainLoveSong,0.0020,3.11,"8,830"
Main-FreestateAmsterdam,0.0020,3.15,"12,293"
Main-ThreeDimensionalEpisode,0.0020,3.35,"2,221"
Main-SpeedyTechnoRemake,0.0020,3.14,"12,563"
Main-XtremeSportXcusePlot,0.0020,3.08,"12,902"
Main-OldMediaPlayingCatchUp,0.0020,3.57,"2,315"
Main-MiddleEasternCoalition,0.0020,3.20,"6,813"
Main-PublisherChosenTitle,0.0020,3.21,"7,776"
Main-IWasYoungAndNeededTheMoney,0.0020,3.22,"12,435"
Main-FutureMusic,0.0020,2.92,"28,209"
Main-TitlePlease,0.0020,3.27,"2,498"
Main-TwoActStructure,0.0020,3.14,"9,841"
Main-LeadIn,0.0020,3.25,"5,087"
Main-AlternateHistoryWank,0.0020,3.12,"27,986"
Main-CaptainColorbeard,0.0020,3.00,"82,166"
Main-ArtisticTitle,0.0020,3.06,"19,870"
Main-WindTurbinePower,0.0020,3.24,"2,422"
Main-PrematureEulogy,0.0020,3.21,454
Main-VanityPublishing,0.0020,3.16,"18,682"
Main-ConvenientlyEmptyBuilding,0.0020,3.10,"3,256"
Main-ThisIsGoingToBeHuge,0.0020,3.29,"3,384"
Main-PassionPlay,0.0020,3.20,"4,886"
Main-NoKoreansInJapan,0.0020,3.14,"13,561"
Main-NunsNRosaries,0.0020,3.21,"14,916"
Main-SavingTheOrphanage,0.0020,3.12,"35,768"
Main-NewSeasonNewName,0.0020,3.07,"10,487"
Main-SitComic,0.0020,3.22,"56,615"
Main-WhoWantsToBeWhoWantsToBeAMillionaire,0.0020,3.45,"16,249"
Main-SequelReset,0.0020,3.05,"6,814"
Main-NestedStoryReveal,0.0020,3.17,"4,715"
Main-OneBookAuthor,0.0019,3.10,"35,669"
Main-ContinuousDecompression,0.0019,3.05,"6,658"
Main-CarSkiing,0.0019,3.40,"5,884"
Main-FreePrizeAtTheBottom,0.0019,3.24,"2,411"
Main-StripBuffer,0.0019,3.55,948
Main-IndustrialMetal,0.0019,3.33,"7,035"
Main-OriginalFlavour,0.0019,3.06,"145,955"
Main-WereStillRelevantDammit,0.0019,2.92,"80,524"
Main-PartingWordsRegret,0.0019,3.25,"6,722"
Main-IDoNotOwn,0.0019,3.08,"26,458"
Main-UniverseConcordance,0.0019,3.26,"3,648"
Main-StealthCigaretteCommercial,0.0019,3.25,"5,468"
Main-ShopKeeper,0.0019,3.39,"9,831"
Main-HitlerCam,0.0019,3.19,"22,020"
Main-AudienceWhatAudience,0.0019,3.02,"16,496"
Main-RockStarParking,0.0019,3.27,"5,134"
Main-CerebusCallBack,0.0019,3.23,"1,334"
Main-TeamTitle,0.0019,3.24,"11,282"
Main-SensoryAbuse,0.0019,3.19,"17,952"
Main-TechDemoGame,0.0019,3.11,"19,510"
Main-StrawmanU,0.0019,3.15,"20,928"
Main-BigElectricSwitch,0.0019,3.01,"9,932"
Main-EverybodyDoTheEndlessLoop,0.0019,3.12,"56,123"
Main-KooshBomb,0.0019,3.35,"2,351"
Main-WackyCollege,0.0019,3.18,"9,323"
Main-LoopingLines,0.0019,3.11,"13,905"
Main-Metalcore,0.0019,3.79,"58,153"
Main-QuietlyPerformingSisterShow,0.0019,3.16,"4,828"
Main-HardRock,0.0019,4.18,"1,343"
Main-TheAnnotatedEdition,0.0019,3.32,"7,426"
Main-SoOnceAgainTheDayIsSaved,0.0019,3.07,"11,851"
Main-SpaceCadet,0.0019,3.30,"8,403"
Main-TheBandMinusTheFace,0.0019,3.14,"18,451"
Main-DramaBombFinale,0.0019,3.08,"27,445"
Main-ElvisHasLeftThePlanet,0.0019,3.17,"4,189"
Main-ExplodingCalendar,0.0019,3.23,"21,393"
Main-ArcadeSounds,0.0019,3.11,"14,775"
Main-CrowdedCastShot,0.0019,3.23,"1,115"
Main-FallingBlocks,0.0019,3.41,"8,543"
Main-CaughtUpInTheRapture,0.0019,3.03,"36,998"
Main-DrinkingTheKoolAid,0.0019,3.18,"4,600"
Main-MegatonAnnouncement,0.0019,3.01,"9,811"
Main-PatchworkFic,0.0019,3.03,"12,267"
Main-TheProducerThinksOfEverything,0.0019,2.98,"43,949"
Main-WorldLimitedToThePlot,0.0019,3.17,"5,830"
Main-TheDrunkenSailor,0.0019,3.18,"59,881"
Main-UnitedNationsIsASuperpower,0.0019,3.18,"6,994"
Main-TooSmartForStrangers,0.0019,3.21,"2,566"
Main-LoveTranscendsSpacetime,0.0019,3.17,"10,690"
Main-MenacingStroll,0.0019,3.08,"11,716"
Main-RetroRocket,0.0019,3.15,"40,376"
Main-QuarterHourShort,0.0019,3.18,"15,843"
Main-TranslationMatchmaking,0.0019,3.11,"31,395"
Main-RevivalByCommercialization,0.0019,3.12,"30,221"
Main-HammerAndSickleRemovedForYourProtection,0.0019,3.07,"7,510"
Main-SilentCredits,0.0019,3.01,"17,885"
Main-CulturalCringe,0.0019,3.13,"28,650"
Main-NoTitle,0.0019,3.18,"17,572"
Main-IntangibleTimeTravel,0.0019,3.22,"5,840"
Main-FifteenMinutesOfFame,0.0018,3.28,"2,695"
Main-CrossoverPunchline,0.0018,3.01,"15,544"
Main-AccidentallyAccurate,0.0018,3.25,"3,411"
Main-Redubbing,0.0018,3.39,"1,546"
Main-SchrodingersCast,0.0018,2.98,"10,626"
Main-MishmashMuseum,0.0018,3.11,"63,746"
Main-ArtStyleDissonance,0.0018,3.06,"17,495"
Main-CastAsAMask,0.0018,3.09,"7,643"
Main-ShockingElimination,0.0018,3.21,"9,137"
Main-DramaticLandfallShot,0.0018,3.45,"12,523"
Main-DontLookAtTheCamera,0.0018,3.08,"14,622"
Main-StockLateralThinkingPuzzle,0.0018,3.26,"45,085"
Main-WhatCliffhanger,0.0018,3.18,"5,095"
Main-WinBACKTheCrowd,0.0018,2.90,"24,425"
Main-IfItBleedsItLeads,0.0018,3.11,"23,727"
Main-Scatting,0.0018,3.04,"47,188"
Main-HypocriticalFandom,0.0018,3.23,"4,029"
Main-SinkingShipScenario,0.0018,3.33,"5,338"
Main-Retronym,0.0018,3.13,"7,049"
Main-NicheNetwork,0.0018,3.44,"19,373"
Main-HappilyEverBefore,0.0018,3.02,"24,592"
Main-TheGreatestHistoryNeverTold,0.0018,2.90,"57,125"
Main-StockSuperheroDayJobs,0.0018,3.07,"56,518"
Main-DescendedCreator,0.0018,3.12,"13,205"
Main-PleaseSelectNewCityName,0.0018,3.10,"15,313"
Main-TeenageDeathSongs,0.0018,3.26,"3,917"
Main-TheRez,0.0018,3.26,"4,187"
Main-SpinningClockHands,0.0018,3.20,"5,773"
Main-CobwebJungle,0.0018,3.04,"17,880"
Main-CircumcisionAngst,0.0018,3.17,"5,173"
Main-TwoAliasesOneCharacter,0.0018,3.11,"6,151"
Main-VoxPops,0.0018,3.17,"15,031"
Main-MostlyNarmless,0.0018,2.95,"14,392"
Main-RupturedAppendix,0.0018,3.11,"10,446"
Main-NewNeighboursAsThePlotDemands,0.0018,3.21,"6,299"
Main-Southies,0.0018,3.12,"23,361"
Main-ProductionThrowback,0.0018,3.00,"22,656"
Main-SocialSemiCircle,0.0018,3.40,"4,415"
Main-ForeignLanguageTitle,0.0018,3.01,"51,013"
Main-ThisIsMyChair,0.0018,3.10,"10,498"
Main-PrettySpryForADeadGuy,0.0018,3.02,"4,311"
Main-BrandNameTakeover,0.0018,3.20,"29,027"
Main-OldNewBorrowedAndBlue,0.0018,3.03,"16,969"
Main-WrestlingFamily,0.0018,3.26,"3,456"
Main-ChristmasSongs,0.0018,3.08,"18,471"
Main-ObligatoryBondageSong,0.0018,3.15,"73,975"
Main-BadToTheBone,0.0018,3.16,"5,257"
Main-SadTimesMontage,0.0018,3.17,"12,432"
Main-CreditsMedley,0.0018,3.11,"25,232"
Main-TwoForOneShow,0.0018,3.31,"6,456"
Main-TwentyFourHourPartyPeople,0.0018,3.20,"4,290"
Main-NobleShoplifter,0.0018,3.27,"1,966"
Main-IdiotOfTheWeek,0.0018,3.10,"4,096"
Main-CobwebOfDisuse,0.0018,3.32,"4,726"
Main-YouTalkTooMuch,0.0018,3.20,739
Main-TheRuleOfFirstAdopters,0.0018,3.05,"14,286"
Main-AllHailTheGreatGodMickey,0.0018,3.13,"15,700"
Main-Euroshlock,0.0018,3.18,"41,281"
Main-FakeVideoCameraView,0.0018,3.26,"7,686"
Main-FlashBackBackBack,0.0017,3.26,"36,189"
Main-TheMall,0.0017,3.06,"33,483"
Main-CanadaDoesNotExist,0.0017,3.38,"1,318"
Main-TagTeamSuicide,0.0017,3.12,"15,066"
Main-CoverDrop,0.0017,3.14,"10,436"
Main-SlidingScaleOfAlternateHistoryPlausibility,0.0017,3.07,"16,892"
Main-LittlePeopleAreSurreal,0.0017,3.04,"48,272"
Main-BrokenStreak,0.0017,3.23,"8,712"
Main-HatShop,0.0017,3.00,"28,353"
Main-EverybodyDidIt,0.0017,3.09,"20,595"
Main-PissTakeRap,0.0017,3.06,"20,169"
Main-Theremin,0.0017,3.11,"12,910"
Main-UnusualChapterNumbers,0.0017,3.11,"38,269"
Main-BelatedHappyEnding,0.0017,3.18,"2,544"
Main-CollegeRadio,0.0017,3.17,"10,541"
Main-Retconjuration,0.0017,3.15,"2,132"
Main-MusicalGameplay,0.0017,3.20,"20,782"
Main-AMacGuffinFullOfMoney,0.0017,3.34,"2,509"
Main-OpeningChorus,0.0017,3.34,"7,780"
Main-HePannedItNowHeSucks,0.0017,2.93,"26,223"
Main-VerbedTitle,0.0017,3.27,"17,213"
Main-Adventure,0.0017,3.10,"15,588"
Main-WhiteMaleLead,0.0017,3.11,"15,541"
Main-SequelGoesForeign,0.0017,3.30,"6,543"
Main-Bulungi,0.0017,3.22,"58,733"
Main-OneWordTitle,0.0017,3.03,"190,957"
Main-UnitedEurope,0.0017,3.07,"25,898"
Main-EnergyEconomy,0.0017,3.31,"3,210"
Main-TheMissionary,0.0017,3.31,"6,426"
Main-AmericaTakesOverTheWorld,0.0017,3.08,"16,474"
Main-NoFEMAResponse,0.0017,3.26,"3,458"
Main-MetaFic,0.0017,3.00,"65,366"
Main-GratuitousRape,0.0017,3.09,"24,422"
Main-AlbumTitleDrop,0.0017,3.29,"6,126"
Main-TorturePorn,0.0017,3.22,"29,303"
Main-UniquePilotTitleSequence,0.0017,3.48,"1,405"
Main-NotSoFakePropWeapon,0.0017,3.25,"4,856"
Main-RunningSequence,0.0017,3.28,"1,981"
Main-ShotForShotRemake,0.0017,3.06,"16,332"
Main-JeopardyThinkingMusic,0.0017,3.23,"6,683"
Main-FableRemake,0.0017,3.13,"7,646"
Main-Aftershow,0.0017,3.40,"7,673"
Main-GoodNightSweetPrince,0.0017,3.19,"2,230"
Main-InverseDialogueDeathRule,0.0017,3.28,461
Main-RippleEffectIndicator,0.0017,3.22,"3,139"
Main-RippedFromThePhoneBook,0.0017,3.33,"1,330"
Main-Gayborhood,0.0017,3.15,"7,041"
Main-MimeAndMusicOnlyCartoon,0.0017,3.19,"13,084"
Main-ExcitedKidsShowHost,0.0017,3.18,"17,840"
Main-GameShowWinningsCap,0.0017,3.41,"13,939"
Main-AdaptationalAngstUpgrade,0.0017,3.02,"8,869"
Main-StreetSamurai,0.0017,3.16,"6,031"
Main-DeathIsASadThing,0.0017,3.06,"19,519"
Main-GraphicsInducedSuperDeformed,0.0017,3.16,"7,666"
Main-MaturityIsSeriousBusiness,0.0017,3.38,502
Main-VideogameHistoricalRevisionism,0.0017,3.12,"7,877"
Main-JungleOpera,0.0017,3.16,"14,977"
Main-GovernmentProcedural,0.0017,3.44,"24,066"
Main-TimeTravelForFunAndProfit,0.0017,3.14,"8,258"
Main-CultureEqualsCostume,0.0017,3.11,"5,687"
Main-RewatchBonus,0.0017,3.06,"4,014"
Main-HeyItsThatPlace,0.0017,3.16,"8,241"
Main-ForgotToPayTheBill,0.0017,3.29,"2,564"
Main-SilentSceneryPanel,0.0017,3.29,"8,825"
Main-DoNotPassGo,0.0016,3.20,"8,290"
Main-InterdisciplinarySleuth,0.0016,3.24,"3,686"
Main-SynthPop,0.0016,3.33,"2,656"
Main-PerpetualTourist,0.0016,3.23,"6,523"
Main-LostLoveMontage,0.0016,3.36,"1,581"
Main-Precap,0.0016,3.13,"5,569"
Main-MusicVideoSyndrome,0.0016,3.14,"7,045"
Main-RecursiveAcronym,0.0016,3.24,"7,193"
Main-YouFailFilmSchoolForever,0.0016,2.98,"35,084"
Main-TelepathicSprinklers,0.0016,3.20,"2,310"
Main-PoliticallyMotivatedTeacher,0.0016,3.21,"28,213"
Main-GoneToTheFuture,0.0016,3.09,"2,326"
Main-MohsScaleOfRockAndMetalHardness,0.0016,3.23,"61,906"
Main-RedArmbandOfLeadership,0.0016,3.32,"12,571"
Main-UnrelatedBrothers,0.0016,3.37,"1,491"
Main-WelcomeToTheBigCity,0.0016,3.11,"20,407"
Main-MacGuffinTitle,0.0016,3.18,"2,727"
Main-ArmedFarces,0.0016,3.21,"29,818"
Main-NewAndImproved,0.0016,3.71,"11,460"
Main-FictionScience,0.0016,3.56,"1,216"
Main-PreviewPiggybacking,0.0016,3.07,"6,516"
Main-StockEpilepticTrees,0.0016,3.14,"5,968"
Main-HomelessHero,0.0016,3.07,"9,188"
