Label,Eigenvector Centrality,Closeness Centrality,Betweenness Centrality
Main-AshesToCrashes,0.0045,3.15,"31,713"
Main-ANuclearError,0.0045,3.16,"30,447"
Main-KidsPreferBoxes,0.0045,3.10,"26,802"
Main-WhatWouldXDo,0.0045,2.89,"35,743"
Main-DramaticEllipsis,0.0045,2.93,"69,393"
Main-BowelBreakingBricks,0.0045,3.00,"39,985"
Main-IronicName,0.0045,3.11,"9,407"
Main-SnoopingLittleKid,0.0045,3.08,"49,740"
Main-BadJobWorseUniform,0.0045,3.04,"22,094"
Main-Balloonacy,0.0045,2.97,"79,195"
Main-IncompetenceInc,0.0045,3.19,"8,748"
Main-YouHaveToHaveJews,0.0045,3.13,"39,016"
Main-IdleRich,0.0045,3.26,"52,131"
Main-Leprechaun,0.0045,2.93,"57,384"
Main-SomeOfMyBestFriendsAreX,0.0045,3.18,"53,311"
Main-FMinusMinus,0.0045,3.10,"11,931"
Main-TheMagicPokerEquation,0.0045,2.85,"140,269"
Main-PinPullingTeeth,0.0045,3.15,"18,428"
Main-YouWereTryingTooHard,0.0045,2.98,"27,639"
Main-FeigningIntelligence,0.0044,3.06,"16,784"
Main-FakeIrish,0.0044,3.05,"54,808"
Main-NunTooHoly,0.0044,3.01,"41,354"
Main-FiveFingerDiscount,0.0044,3.11,"10,792"
Main-PrinceAndPauper,0.0044,3.19,"21,756"
Main-GreedyJew,0.0044,3.08,"35,210"
Main-BedouinRescueService,0.0044,3.00,"63,484"
Main-AllBlueEntry,0.0044,3.34,"59,127"
Main-DrunkOnMilk,0.0044,3.12,"19,975"
Main-MissedHimByThatMuch,0.0044,2.94,"55,963"
Main-Auction,0.0044,3.00,"26,572"
Main-IntelligibleUnintelligible,0.0044,3.09,"26,719"
Main-TheScrooge,0.0044,3.20,"25,544"
Main-CrazyConsumption,0.0044,3.11,"20,521"
Main-ColorCharacter,0.0044,2.89,"64,985"
Main-InconvenientSummons,0.0044,3.09,"13,097"
Main-PizzaBoySpecialDelivery,0.0044,3.00,"80,646"
Main-ForgottenBirthday,0.0044,3.16,"19,114"
Main-DiggingToChina,0.0044,3.04,"47,637"
Main-Scandalgate,0.0044,3.13,"22,243"
Main-WalkThePlank,0.0044,3.06,"17,588"
Main-TrustMeImAnX,0.0043,3.16,"8,778"
Main-RacistGrandma,0.0043,3.08,"33,359"
Main-TheCoroner,0.0043,3.16,"18,647"
Main-SplitScreen,0.0043,3.20,"28,078"
Main-AlcoholIsPoison,0.0043,3.00,"40,194"
Main-DinerBrawl,0.0043,3.06,"92,916"
Main-BigSecret,0.0043,3.31,"8,615"
Main-FunnySchizophrenia,0.0043,3.00,"38,486"
Main-SilenceYouFool,0.0043,3.00,"13,648"
Main-TantrumThrowing,0.0043,3.14,"10,828"
Main-FightClubbing,0.0043,3.01,"25,077"
Main-GlassShatteringSound,0.0043,3.13,"18,923"
Main-FreudianSlipperySlope,0.0043,3.03,"30,787"
Main-EEqualsMCHammer,0.0043,3.03,"31,206"
Main-SonicStunner,0.0043,3.25,"4,568"
Main-CutASliceTakeTheRest,0.0043,3.08,"17,432"
Main-IReadItForTheArticles,0.0043,3.21,"59,573"
Main-FeeFiFauxPas,0.0043,3.13,"22,942"
Main-MidlifeCrisisCar,0.0043,3.19,"17,518"
Main-GoodOlBoy,0.0042,3.10,"49,903"
Main-LieDetector,0.0042,3.12,"16,233"
Main-ImpossiblyDeliciousFood,0.0042,2.93,"517,196"
Main-ActingUnnatural,0.0042,3.22,"13,241"
Main-AccentAdaptation,0.0042,2.98,"35,736"
Main-HoldingTheFloor,0.0042,3.09,"23,990"
Main-GPSEvidence,0.0042,3.10,"15,142"
Main-ImColdSoCold,0.0042,3.05,"21,517"
Main-CuriousAsAMonkey,0.0042,3.15,"20,752"
Main-EinsteinHair,0.0042,3.01,"29,019"
Main-GiganticGulp,0.0042,3.15,"14,847"
Main-ReligiousAndMythologicalThemeNaming,0.0042,3.07,"11,730"
Main-TryToFitThatOnABusinessCard,0.0042,3.04,"12,868"
Main-LittleKnownFacts,0.0042,2.94,"95,698"
Main-LookMaNoPlane,0.0042,3.20,"3,326"
Main-ThereIsNoTry,0.0042,3.19,"2,332"
Main-Smurfing,0.0042,3.16,"7,664"
Main-YouGetMeCoffee,0.0042,3.05,"32,248"
Main-AnthropomorphicFood,0.0042,3.08,"77,280"
Main-NowYouTellMe,0.0042,3.12,"6,247"
Main-TheMetricSystemIsHereToStay,0.0041,3.17,"9,064"
Main-EdibleThemeNaming,0.0041,3.06,"23,942"
Main-StageNames,0.0041,3.03,"276,086"
Main-AlienCatnip,0.0041,3.06,"16,799"
Main-SammysGlassEye,0.0041,3.10,"25,175"
Main-NoMoreForMe,0.0041,2.96,"63,675"
Main-BitterAlmonds,0.0041,3.11,"38,986"
Main-LoadsAndLoadsOfRules,0.0041,3.08,"41,866"
Main-RealDreamsAreWeirder,0.0041,3.13,"17,759"
Main-ImmuneToDrugs,0.0041,3.03,"22,826"
Main-YouCalledMeXItMustBeSerious,0.0041,2.85,"49,705"
Main-LostHimInACardGame,0.0041,3.12,"20,961"
Main-JoinTheArmyTheySaid,0.0041,3.01,"35,049"
Main-UnsatisfiableCustomer,0.0041,3.06,"35,297"
Main-SouthernFriedGenius,0.0041,2.90,"46,171"
Main-MistakenNationality,0.0041,3.16,"16,543"
Main-BuryMeNotOnTheLonePrairie,0.0041,3.07,"24,720"
Main-TheyCallHimSword,0.0041,3.06,"11,506"
Main-DominoMask,0.0041,2.94,"48,714"
Main-BowelExistenceFailure,0.0041,3.05,"53,838"
Main-AbsurdlyIneffectiveBarricade,0.0041,3.18,"16,812"
Main-VerbalBackspace,0.0041,3.01,"25,166"
Main-LuckyTranslation,0.0041,3.18,"10,174"
Main-CheckPlease,0.0041,3.03,"48,852"
Main-WordSaladHumor,0.0041,3.10,"41,308"
Main-MouthfulOfPi,0.0041,2.94,"36,697"
Main-OriginalVideoAnimation,0.0041,3.56,"8,077"
Main-GrayRainOfDepression,0.0041,3.09,"30,167"
Main-ForTheFunnyz,0.0041,3.07,"9,050"
Main-PoisonedChaliceSwitcheroo,0.0040,3.04,"18,740"
Main-ElSpanishO,0.0040,3.20,"26,079"
Main-TooLongDidntDub,0.0040,2.96,"35,250"
Main-NosyNeighbor,0.0040,3.49,"10,343"
Main-NotSoDire,0.0040,3.00,"9,070"
Main-FlippingTheTable,0.0040,3.14,"52,401"
Main-ImageMacro,0.0040,3.30,"10,412"
Main-MyDadCanBeatUpYourDad,0.0040,3.10,"9,610"
Main-MinorInsultMeltdown,0.0040,3.07,"13,363"
Main-AnswerCut,0.0040,3.07,"19,703"
Main-StockBritishPhrases,0.0040,2.95,"55,370"
Main-NotHyperbole,0.0040,3.09,"9,461"
Main-WatchThePaintJob,0.0040,3.02,"38,073"
Main-TwoTimerDate,0.0040,3.04,"60,256"
Main-ThereShouldBeALaw,0.0040,3.02,"36,248"
Main-LiteralSurveillanceBug,0.0040,3.03,"15,321"
Main-Will,0.0040,3.02,"56,168"
Main-OnlyInFlorida,0.0040,3.12,"56,847"
Main-IllTakeTwoBeersToo,0.0040,3.11,"12,102"
Main-NotListeningToMeAreYou,0.0040,2.93,"41,888"
Main-DisorganizedOutlineSpeech,0.0040,3.05,"17,516"
Main-ToTheBatNoun,0.0040,3.07,"12,434"
Main-BluffingTheMurderer,0.0040,3.14,"18,664"
Main-OnceAcceptableTargets,0.0039,2.91,"72,935"
Main-HawaiianShirtedTourist,0.0039,3.06,"44,476"
Main-PatronSaint,0.0039,3.08,"22,194"
Main-NoYou,0.0039,3.07,"13,678"
Main-UnEntendre,0.0039,3.03,"52,635"
Main-HowsYourBritishAccent,0.0039,3.19,"4,153"
Main-AllNaturalSnakeOil,0.0039,3.16,"75,387"
Main-NouveauRiche,0.0039,3.08,"27,689"
Main-ArabOilSheikh,0.0039,3.08,"30,958"
Main-PepperSneeze,0.0039,3.14,"14,075"
Main-DisposingOfABody,0.0039,2.97,"38,293"
Main-JewsLoveToArgue,0.0039,3.10,"34,571"
Main-AcidRefluxNightmare,0.0039,3.11,"19,398"
Main-TheNotSoHarmlessPunishment,0.0039,2.99,"26,335"
Main-SingleMomStripper,0.0039,3.01,"31,286"
Main-CarMeetsHouse,0.0039,3.04,"60,467"
Main-DrunkenSong,0.0039,3.09,"39,314"
Main-BritishRoyalGuards,0.0039,3.13,"47,350"
Main-MasterOfDelusion,0.0039,3.16,"3,377"
Main-PinkElephants,0.0039,3.22,"25,419"
Main-PolitenessJudo,0.0039,3.14,"9,030"
Main-SouthernFriedPrivate,0.0039,3.09,"22,956"
Main-HumanLadder,0.0039,3.11,"10,257"
Main-MysteryMeat,0.0039,3.13,"24,270"
Main-AlphabeticalThemeNaming,0.0039,2.99,"72,867"
Main-JumpingOutOfACake,0.0039,2.99,"28,747"
Main-Wingdinglish,0.0038,2.91,"29,181"
Main-StalkerWithoutACrush,0.0038,3.09,"17,127"
Main-ScunthorpeProblem,0.0038,3.00,"55,830"
Main-TalkingThroughTechnique,0.0038,3.15,"11,834"
Main-OpenSesame,0.0038,3.14,"10,327"
Main-SimpletonVoice,0.0038,2.98,"28,976"
Main-TheStoryteller,0.0038,3.00,"49,773"
Main-LiesToChildren,0.0038,3.09,"22,293"
Main-TheBlindLeadingTheBlind,0.0038,3.13,"26,440"
Main-Spoonerism,0.0038,3.12,"25,798"
Main-SurrogateSoliloquy,0.0038,3.09,"20,239"
Main-CommediaDellArte,0.0038,3.08,"55,851"
Main-ButHeSoundsHandsome,0.0038,3.00,"18,588"
Main-ThrowingOutTheScript,0.0038,3.22,"34,295"
Main-WackyGuy,0.0038,3.19,"12,469"
Main-DistinguishedGentlemansPipe,0.0038,3.04,"45,405"
Main-WineIsClassy,0.0038,3.19,"15,506"
Main-InventedIndividual,0.0038,3.17,"85,060"
Main-TastesLikeChicken,0.0038,3.09,"14,795"
Main-OverlyLongTongue,0.0038,3.01,"36,258"
Main-ImprobableFoodBudget,0.0038,3.04,"27,209"
Main-RoyalWe,0.0038,3.09,"30,924"
Main-MallSanta,0.0038,2.99,"55,253"
Main-ShortCutsMakeLongDelays,0.0038,3.00,"48,157"
Main-LoudGulp,0.0038,3.03,"24,559"
Main-ICanExplain,0.0038,3.09,"41,819"
Main-AlcoholicParent,0.0038,2.93,"63,240"
Main-FloralThemeNaming,0.0038,3.13,"22,091"
Main-VomitingCop,0.0037,3.05,"33,709"
Main-ComplainingAboutThingsYouHaventPaidFor,0.0037,3.30,"8,917"
Main-SelectiveEnforcement,0.0037,3.22,"13,369"
Main-NewspaperThinDisguise,0.0037,3.16,"10,849"
Main-Corpsing,0.0037,3.04,"30,481"
Main-DramaticCurtainToss,0.0037,3.13,"32,822"
Main-AFoolAndHisNewMoneyAreSoonParted,0.0037,3.09,"27,457"
Main-HowManyFingers,0.0037,2.96,"44,336"
Main-BadHumorTruck,0.0037,2.93,"50,195"
Main-DoesNotLikeSpam,0.0037,2.87,"82,992"
Main-AddictionDisplacement,0.0037,3.05,"19,470"
Main-DoIReallySoundLikeThat,0.0037,3.09,"3,806"
Main-OnOneCondition,0.0037,2.95,"60,479"
Main-EccentricMillionaire,0.0037,3.20,"13,625"
Main-HarpoDoesSomethingFunny,0.0037,3.07,"38,148"
Main-CurtainCamouflage,0.0037,3.06,"23,790"
Main-CarryingACake,0.0037,2.89,"87,524"
Main-EleventyZillion,0.0037,3.08,"26,284"
Main-BaitAndSwitchComparison,0.0037,3.02,"25,334"
Main-NobodyCallsMeChicken,0.0037,3.02,"16,028"
Main-LikeAWeasel,0.0037,3.19,"11,956"
Main-GoingColdTurkey,0.0037,3.11,"39,912"
Main-LostWeddingRing,0.0037,3.14,"14,349"
Main-NoMatterHowMuchIBeg,0.0037,3.05,"7,352"
Main-BackToSchool,0.0037,3.09,"24,463"
Main-CaptainSuperhero,0.0037,3.04,"34,381"
Main-IWasNeverHere,0.0037,3.05,"14,065"
Main-FirstNameUltimatum,0.0037,3.08,"26,148"
Main-DeathByGenreSavviness,0.0036,3.03,"17,106"
Main-ScrewThePooch,0.0036,3.20,"3,496"
Main-AnimeAccentAbsence,0.0036,3.18,"8,255"
Main-JudgmentOfSolomon,0.0036,3.05,"14,969"
Main-AlterKocker,0.0036,3.23,"26,118"
Main-ThatCloudLooksLike,0.0036,3.10,"54,876"
Main-Drive-InTheater,0.0036,3.00,"110,381"
Main-MoneyToBurn,0.0036,3.19,"9,108"
Main-HappyRain,0.0036,3.00,"96,137"
Main-PopCulturedBadass,0.0036,2.96,"11,845"
Main-WittyBanter,0.0036,3.13,"72,754"
Main-HeliumSpeech,0.0036,2.92,"38,835"
Main-DeathCryEcho,0.0036,3.09,"10,285"
Main-HiccupHijinks,0.0036,3.13,"7,985"
Main-ActuallyIAmHim,0.0036,2.93,"37,360"
Main-ConvictionByCounterfactualClue,0.0036,3.22,"23,816"
Main-KnockKnockJoke,0.0036,3.23,"15,841"
Main-AGlassInTheHand,0.0036,2.99,"22,208"
Main-ExtremeOmniGoat,0.0036,3.00,"15,732"
Main-InducedHypochondria,0.0036,3.13,"12,395"
BigBad-WebAnimation,0.0036,3.51,362
Main-DoomItYourself,0.0036,3.20,"19,315"
Main-MysteryMagnet,0.0036,3.05,"59,481"
Main-MistakenForPregnant,0.0036,3.01,"47,638"
Main-YourDoorWasOpen,0.0036,3.01,"26,734"
Main-RiskyBusinessDance,0.0036,3.33,"4,041"
Main-AreWeThereYet,0.0036,3.03,"38,286"
Main-UselessSpleen,0.0036,3.14,"11,452"
Main-HollywoodHeartAttack,0.0036,2.97,"50,831"
Main-MadeFromRealGirlScouts,0.0036,3.06,"14,972"
Main-PoseOfSupplication,0.0036,2.98,"34,143"
Main-IsItSomethingYouEat,0.0036,3.00,"22,474"
Main-ChronicallyCrashedCar,0.0036,3.18,"7,204"
Main-LetXBeTheUnknown,0.0035,2.92,"36,781"
Main-SnowballLie,0.0035,3.22,"11,535"
Main-AnimalThemeNaming,0.0035,3.14,"11,448"
Main-AndADietCoke,0.0035,3.18,"14,409"
Main-TheMark,0.0035,3.35,"45,451"
Main-EvilEyebrows,0.0035,3.14,"6,242"
Main-AbsenceOfEvidence,0.0035,3.28,"5,684"
Main-SesquipedalianSmith,0.0035,2.96,"22,090"
Main-WrestlingDoesntPay,0.0035,3.14,"9,839"
Main-BilingualBackfire,0.0035,2.96,"115,171"
Main-StrangeSalute,0.0035,2.91,"39,136"
Main-GagNose,0.0035,2.95,"72,185"
Main-YouKnowWhatYouDid,0.0035,3.12,"13,649"
Main-CensorDecoy,0.0035,3.15,"10,817"
Main-RoadApples,0.0035,3.11,"12,634"
Main-AuthorVocabularyCalendar,0.0035,2.99,"39,367"
Main-FloweryElizabethanEnglish,0.0035,3.16,"5,847"
Main-LiesDamnedLiesAndStatistics,0.0035,3.19,"33,513"
Main-TeachersPet,0.0035,3.21,"18,186"
Main-ABloodyMess,0.0035,3.06,"19,663"
Main-AccidentalPun,0.0035,3.11,"20,511"
Main-TakeTheWheel,0.0035,3.06,"20,867"
Main-TheTropeWithoutATitle,0.0035,2.86,"39,027"
Main-EvolvingMusic,0.0035,3.17,"44,567"
Main-BizarreAndImprobableGolfGame,0.0035,3.11,"8,782"
Main-OfferVoidInNebraska,0.0035,3.23,"12,872"
Main-WeirdnessCoupon,0.0034,3.12,"8,438"
Main-CantBelieveISaidThat,0.0034,3.17,"3,577"
Main-SouthernGentleman,0.0034,3.16,"9,164"
Main-WitchWithACapitalB,0.0034,3.00,"23,606"
Main-IThinkYouBrokeHim,0.0034,3.10,"43,109"
Main-ImpostorJamieHasNoAccent,0.0034,3.16,"1,928"
Main-FundamentallyFunnyFruit,0.0034,2.85,"94,049"
Main-CatUpATree,0.0034,3.08,"22,900"
Main-PlaceWorseThanDeath,0.0034,2.84,"105,502"
Main-TwinkleSmile,0.0034,3.01,"55,993"
Main-CantGetInTroubleForNuthin,0.0034,3.06,"54,411"
Main-FakingAmnesia,0.0034,3.23,"6,350"
Main-TheMidlands,0.0034,3.19,"18,746"
Main-Watershed,0.0034,3.28,"10,927"
Main-WorthlessForeignDegree,0.0034,3.16,"19,085"
Main-EspeciallyZoidberg,0.0034,3.10,"20,661"
Main-MadLibsDialogue,0.0034,3.08,"15,872"
Main-GloveSnap,0.0033,3.15,"8,286"
Main-DeathWail,0.0033,3.24,"16,588"
Main-DistantReactionShot,0.0033,2.96,"36,059"
Main-CranialEruption,0.0033,3.10,"15,684"
Main-SawStarWarsTwentySevenTimes,0.0033,3.03,"69,623"
Main-MusicalThemeNaming,0.0033,3.13,"11,226"
Main-RepeatCut,0.0033,3.04,"48,841"
Main-DrinkingContest,0.0033,3.08,"23,232"
Main-InformedObscenity,0.0033,3.19,"4,815"
Main-PimpDuds,0.0033,3.04,"31,493"
Main-InstantMessengerPigeon,0.0033,3.14,"16,490"
Main-HostileWeather,0.0033,3.13,"17,781"
Main-OhWait,0.0033,3.01,"23,357"
Main-WorkOffTheDebt,0.0033,2.98,"63,533"
Main-BathroomStallOfOverheardInsults,0.0033,3.02,"33,608"
Main-TheRuntAtTheEnd,0.0033,2.96,"34,358"
Main-TheThreeCertaintiesInLife,0.0033,3.11,"31,842"
Main-AndAnotherThing,0.0033,3.21,"8,398"
Main-TheCobblersChildrenHaveNoShoes,0.0033,3.00,"43,820"
Main-RealMenEatMeat,0.0033,3.16,"12,384"
Main-CreepyChangingPainting,0.0033,3.14,"21,832"
Main-CallingYourOrgasms,0.0033,3.00,"60,742"
Main-OpenSaysMe,0.0033,2.96,"25,133"
Main-PorkyPigPronunciation,0.0033,3.00,"31,376"
Main-YouExclamation,0.0033,2.92,"25,023"
Main-OhCisco,0.0033,3.22,"13,160"
Main-IWasJustJoking,0.0033,2.85,"70,271"
Main-EvenTheDogIsAshamed,0.0033,3.20,"7,370"
Main-BreathlessNonSequitur,0.0033,3.16,"6,025"
Main-AcceptableProfessionalTargets,0.0033,2.89,"90,188"
Main-TheExitIsThatWay,0.0033,3.06,"28,832"
Main-ThePratfall,0.0033,3.30,"19,600"
Main-MixedMetaphor,0.0033,3.15,"9,738"
Main-DontMakeMeTakeMyBeltOff,0.0033,3.14,"35,405"
Main-TooIncompetentToOperateABlanket,0.0033,3.04,"107,907"
Main-FamousNamedForeigner,0.0033,3.09,"32,614"
Main-PageThreeStunna,0.0033,3.19,"71,625"
Main-XMakesAnythingCool,0.0033,3.03,"79,534"
Main-MistakenForSpies,0.0033,3.09,"44,866"
Main-ModelPlanning,0.0032,3.15,"10,648"
Main-CaptivityHarmonica,0.0032,3.07,"20,757"
Main-MilitaryAlphabet,0.0032,3.13,"25,518"
Main-YouWouldntHitAGuyWithGlasses,0.0032,3.14,"6,809"
Main-RecurringTraveller,0.0032,3.12,"2,791"
Main-PolarBearsAndPenguins,0.0032,3.16,"15,376"
Main-CharacterNameAlias,0.0032,2.87,"49,532"
Main-BathroomStallGraffiti,0.0032,3.06,"20,834"
Main-MeaninglessMeaningfulWords,0.0032,3.04,"69,741"
Main-TheIllegal,0.0032,3.12,"16,706"
Main-AsymmetricDilemma,0.0032,3.07,"8,671"
Main-ScottyTime,0.0032,3.19,"3,169"
Main-WhatDidYouExpectWhenYouNamedIt,0.0032,2.94,"38,601"
Main-UnlikelyHero,0.0032,3.01,"29,827"
Main-SplitScreenPhoneCall,0.0032,3.05,"37,148"
Main-TheTreacheryOfImages,0.0032,3.14,"19,596"
Main-IntentionallyAwkwardTitle,0.0032,2.98,"191,951"
Main-Emoticon,0.0032,3.16,"17,728"
Main-PregnantHostage,0.0032,3.07,"72,794"
Main-SecretChaser,0.0032,3.08,"20,728"
Main-CreditCardPlot,0.0032,3.04,"35,593"
Main-LameExcuse,0.0032,3.07,"35,850"
Main-Filth,0.0032,2.94,"38,831"
Main-PricelessMingVase,0.0032,3.04,"25,098"
Main-ShaveAndAHaircut,0.0032,3.16,"4,571"
Main-ThisIsMyNameOnForeign,0.0032,3.08,"27,947"
Main-SmithWillSuffice,0.0032,3.03,"28,020"
Main-IWillTearYourArmsOff,0.0032,3.17,"9,522"
Main-Patronymic,0.0031,3.11,"11,926"
Main-AnticlimaxCut,0.0031,3.12,"11,441"
Main-ToughRoom,0.0031,3.14,"6,467"
Main-CabinFever,0.0031,3.26,"8,522"
Main-ArmchairPsychology,0.0031,3.02,"42,583"
Main-AwesomeAussie,0.0031,3.25,"9,300"
Main-OhGodDidSheJustHearThat,0.0031,3.13,"4,190"
Main-ExiledToTheCouch,0.0031,3.17,"17,341"
Main-MeasuringTheMarigolds,0.0031,2.87,"54,928"
Main-INeverToldYouMyName,0.0031,3.02,"20,884"
Main-SidetrackedByTheAnalogy,0.0031,3.10,"12,229"
Main-RightForTheWrongReasons,0.0031,3.03,"26,015"
Main-YouAreFat,0.0031,3.30,"5,684"
Main-EsperantoTheUniversalLanguage,0.0031,3.16,"463,640"
Main-BrokenHeel,0.0031,3.02,"19,865"
Main-NoTellMotel,0.0031,3.00,"30,444"
Main-TravelingPipeBulge,0.0031,3.17,"7,012"
Main-RevealShot,0.0031,3.11,"12,255"
Main-ReallySeventeenYearsOld,0.0031,3.12,"13,282"
Main-StrokeCountry,0.0031,3.59,"2,039"
Main-MultitaskedConversation,0.0031,3.13,"15,922"
Main-PlankGag,0.0031,2.99,"33,736"
Main-BlowingARaspberry,0.0031,3.12,"24,826"
Main-EmbarrassingSlide,0.0031,3.01,"18,835"
Main-NoFameNoWealthNoService,0.0031,3.19,"7,083"
Main-Bathos,0.0031,3.22,"7,428"
Main-TalksLikeASimile,0.0031,3.09,"7,290"
Main-EntendreFailure,0.0031,3.14,"25,481"
Main-InterruptingMeme,0.0031,2.94,"27,083"
Main-OnlineAlias,0.0031,3.06,"9,027"
Main-SideBet,0.0031,3.14,"6,039"
Main-WhammyBid,0.0031,3.06,"24,553"
Main-ComicRolePlay,0.0031,3.19,"33,082"
Main-LittleOldLadyInvestigates,0.0031,3.07,"30,272"
Main-SlipperySkid,0.0031,3.02,"17,072"
Main-GunmanWithThreeNames,0.0031,3.13,"9,375"
Main-SaidBookism,0.0030,3.14,"40,406"
Main-ICantDance,0.0030,3.03,"16,922"
Main-StyrofoamRocks,0.0030,3.30,"4,896"
Main-TextbookHumor,0.0030,3.09,"13,147"
Main-TranslationYes,0.0030,2.99,"21,679"
Main-CharlieBrownFromOuttaTown,0.0030,3.16,"6,887"
Main-EverythingsBetterWithBacon,0.0030,3.13,"13,682"
Main-CueTheRain,0.0030,3.23,"7,529"
Main-DeliciousDistraction,0.0030,2.99,"32,135"
Main-InsultMisfire,0.0030,3.09,"8,683"
Main-GratuitousIambicPentameter,0.0030,3.05,"22,472"
Main-FollowThatCar,0.0030,2.98,"58,664"
Main-StayFrosty,0.0030,3.22,"2,801"
Main-ContemplatingYourHands,0.0030,2.99,"30,835"
Main-BigNever,0.0030,3.00,"12,496"
ShoutOut-WebComics,0.0030,2.93,"79,977"
Main-HisNameReallyIsBarkeep,0.0030,3.03,"26,802"
Main-Blooper,0.0030,2.99,"51,639"
Main-DeathAsComedy,0.0030,3.07,"18,080"
Main-Punchline,0.0030,3.19,"11,862"
Main-GoingByTheMatchbook,0.0030,3.16,"21,621"
Main-FlashbackTwist,0.0030,3.17,"3,952"
Main-SynchronizedSwarming,0.0030,3.07,"27,274"
Main-SecondPlaceIsForLosers,0.0030,3.12,"28,008"
Main-FamilyThemeNaming,0.0030,3.20,"11,152"
Main-SomethingWeForgot,0.0030,2.92,"21,136"
Main-ATankardOfMooseUrine,0.0030,3.12,"59,840"
Main-SouvenirLand,0.0030,3.05,"23,395"
Main-GraveHumor,0.0030,3.04,"13,891"
Main-VodkaDrunkenski,0.0030,2.99,"38,024"
Main-ItsNotPornItsArt,0.0030,3.10,"74,402"
Main-TravellingSalesmanMontage,0.0029,3.31,"4,075"
Main-CoincidentalAccidentalDisguise,0.0029,3.08,"13,633"
Main-QuickNip,0.0029,3.02,"29,453"
Main-FalseDichotomy,0.0029,3.13,"70,782"
Main-NumericalThemeNaming,0.0029,3.13,"7,312"
Main-YouAreACreditToYourRace,0.0029,3.05,"21,995"
Main-TwentyPercentMoreAwesome,0.0029,3.13,"10,877"
Main-FlirtingUnderFire,0.0029,3.14,"3,554"
Main-StickySituation,0.0029,3.05,"19,414"
Main-TruthSerums,0.0029,2.93,"28,465"
Main-ParodyMagicSpell,0.0029,3.15,"6,384"
Main-WontTakeYesForAnAnswer,0.0029,3.08,"5,973"
Main-YouLookLikeYouveSeenAGhost,0.0029,3.11,"22,206"
Main-ParentheticalSwearing,0.0029,3.09,"11,800"
Main-WondrousLadiesRoom,0.0029,3.06,"43,762"
Main-CrosswordPuzzle,0.0029,2.99,"64,153"
Main-SevenMinuteLull,0.0029,3.08,"16,313"
Main-StrawmanNewsMedia,0.0029,2.98,"55,053"
Main-FootballHooligans,0.0029,3.17,"16,998"
Main-CoolClearWater,0.0029,3.07,"20,231"
Main-CucumberFacial,0.0029,3.21,"6,499"
Main-DrunkDriver,0.0029,3.20,"14,763"
Main-MirrorMonologue,0.0029,3.10,"67,284"
Main-WrongTurnAtAlbuquerque,0.0029,3.07,"31,254"
Main-SlowNo,0.0029,3.12,"9,196"
Main-TrrrillingRrrs,0.0029,3.04,"9,814"
Main-WhiteAngloSaxonProtestant,0.0029,3.21,"15,697"
Main-TheTriple,0.0029,3.07,"17,439"
Main-LanguageEqualsThought,0.0029,2.99,"24,157"
Main-InAnotherMansShoes,0.0029,3.20,"37,836"
Main-KlatchianCoffee,0.0029,3.11,"35,015"
Main-RaisedCatholic,0.0029,3.18,"7,852"
Main-ScreamingAtSquick,0.0029,3.20,"4,058"
Main-AmericansAreCowboys,0.0029,3.19,"5,902"
Main-AdjacentToThisCompleteBreakfast,0.0029,3.41,"14,326"
Main-TwoFirstNames,0.0029,3.06,"9,811"
Main-MorningRoutine,0.0029,3.18,"46,476"
Main-LoveFloats,0.0029,3.22,"1,031"
Main-WatchItForTheMeme,0.0029,2.87,"61,289"
Main-BlazingInfernoHellfireSauce,0.0029,2.94,"32,568"
Main-VampiresAreRich,0.0029,3.15,"13,667"
Main-ExplodingCloset,0.0028,3.14,"26,029"
ShoutOut-Literature,0.0028,2.93,"34,511"
Main-FixingTheGame,0.0028,3.23,"7,388"
Main-HandsGoDown,0.0028,3.16,"8,608"
Main-DayOfTheWeekName,0.0028,3.08,"28,701"
Main-NotSoInnocentWhistle,0.0028,3.15,"6,139"
Main-Uncoffee,0.0028,3.05,"15,586"
Main-TheBookCipher,0.0028,3.36,"1,781"
Main-VariantChess,0.0028,3.01,"20,400"
Main-EskimosArentReal,0.0028,3.07,"11,178"
Main-EverythingIsRacist,0.0028,3.08,"21,716"
Main-VisibleSigh,0.0028,3.33,"5,484"
Main-UnexpectedInheritance,0.0028,3.21,"9,656"
Main-QuoteSwearUnquote,0.0028,3.13,"8,164"
Main-FoodPills,0.0028,2.93,"37,249"
ShoutOut-WebOriginal,0.0028,2.97,"48,751"
Main-InTheOriginalKlingon,0.0028,3.10,"14,780"
Main-ScoobyStack,0.0028,3.15,"45,261"
Main-BeQuietNudge,0.0028,3.19,"6,222"
Main-AccidentalPublicConfession,0.0028,3.12,"8,826"
Main-ExpositionDiagram,0.0028,3.10,"8,713"
Main-MemeticNumber,0.0028,3.00,"49,595"
Main-WiperStart,0.0028,2.99,"16,115"
Main-RugbyIsSlaughter,0.0028,3.16,"10,035"
Main-WomenDrivers,0.0028,3.01,"30,330"
Main-OhGodWithTheVerbing,0.0028,3.03,"22,160"
Main-WhyDidntYouJustSaySo,0.0028,2.93,"42,998"
Main-HintDropping,0.0028,3.17,"6,407"
Main-GetRichQuickScheme,0.0028,3.20,"21,984"
Main-EatTheEvidence,0.0028,2.94,"41,382"
Main-IAmVeryBritish,0.0028,3.15,"8,816"
