Label,Eigenvector Centrality,Closeness Centrality,Betweenness Centrality
Main-LowCultureHighTech,0.0071,3.06,"23,265"
Main-AuraVision,0.0071,3.05,"52,903"
Main-ThePowerOfBlood,0.0071,2.99,"47,808"
Main-DeadlyPrank,0.0070,3.02,"63,047"
Main-TechnologyLevels,0.0070,3.08,"60,842"
Main-ThroughAFaceFullOfFur,0.0070,2.97,"82,186"
Main-RageAgainstTheReflection,0.0070,3.00,"86,143"
Main-UpliftedAnimal,0.0070,3.03,"56,929"
Main-GoodWingsEvilWings,0.0070,2.91,"60,003"
Main-NoConservationOfEnergy,0.0070,3.00,"27,022"
Main-AllPlanetsAreEarthLike,0.0070,3.00,"68,192"
Main-ScarilyCompetentTracker,0.0070,3.00,"58,968"
Main-FogFeet,0.0069,3.19,"8,499"
Main-ByTheEyesOfTheBlind,0.0069,3.07,"37,972"
Main-RedSkyTakeWarning,0.0069,2.90,"57,264"
Main-MummiesAtTheDinnerTable,0.0069,2.98,"53,900"
Main-Onmyodo,0.0069,3.11,"43,401"
Main-ViewerFriendlyInterface,0.0069,3.08,"40,372"
Main-StarfishRobots,0.0069,3.20,"5,176"
Main-LivingDollCollector,0.0069,3.10,"44,323"
Main-Sizeshifter,0.0069,3.05,"34,796"
Main-SolidGoldPoop,0.0069,2.97,"143,886"
Main-ClockRoaches,0.0069,3.13,"9,625"
Main-TheAloner,0.0069,3.13,"29,540"
Main-ClockworkCreature,0.0069,2.92,"86,799"
Main-FirstEpisodeResurrection,0.0069,3.04,"31,649"
Main-KrakenAndLeviathan,0.0068,2.95,"77,166"
Main-PlotDevice,0.0068,3.19,"13,718"
Main-ToxicPhlebotinum,0.0068,3.07,"22,635"
Main-TheKidWithTheRemoteControl,0.0068,3.13,"22,685"
Main-HowDoYouLikeThemApples,0.0068,2.94,"139,821"
Main-QuestForIdentity,0.0068,3.08,"40,969"
Main-HugeHolographicHead,0.0068,3.01,"36,703"
Main-SidekickExMachina,0.0068,2.94,"72,261"
Main-ButICantBePregnant,0.0067,3.05,"87,856"
Main-StrongerWithAge,0.0067,3.06,"25,510"
Main-EverythingsBetterWithPlatypi,0.0067,3.03,"42,525"
Main-SealedRoomInTheMiddleOfNowhere,0.0067,2.97,"39,731"
Main-SufficientlyAnalyzedMagic,0.0067,2.98,"34,492"
Main-GardenOfEvil,0.0067,3.05,"29,619"
Main-CunningLikeAFox,0.0067,2.98,"175,651"
Main-Splat,0.0067,3.17,"16,610"
Main-MentalFusion,0.0067,3.09,"13,323"
Main-CreepyBasement,0.0067,2.96,"97,761"
Main-EpiphanicPrison,0.0067,3.05,"41,207"
Main-TheSwarm,0.0067,2.95,"78,131"
Main-MagmaMan,0.0067,2.95,"45,936"
Main-ShapeShifterShowdown,0.0067,2.97,"67,870"
Main-CosyCatastrophe,0.0067,3.06,"40,642"
Main-LionsAndTigersAndHumansOhMy,0.0067,2.97,"97,431"
Main-FlawedPrototype,0.0066,3.03,"19,797"
Main-WhiteGloves,0.0066,3.10,"31,471"
Main-CannibalClan,0.0066,3.11,"10,763"
Main-MacGuffinLocation,0.0066,3.06,"33,390"
Main-GoodHurtsEvil,0.0066,2.95,"48,538"
Main-SplitPersonalityMerge,0.0066,3.04,"22,731"
Main-TheInsomniac,0.0066,2.99,"47,000"
Main-KeystoneArmy,0.0066,3.01,"17,714"
Main-FauxHorrific,0.0066,3.10,"47,725"
Main-TheWildHunt,0.0066,3.11,"41,827"
Main-YouWatchTooMuchX,0.0065,2.99,"54,245"
Main-AngelUnaware,0.0065,3.10,"43,449"
Main-DaylightHorror,0.0065,2.94,"124,175"
Main-MatrixRainingCode,0.0065,3.15,"14,833"
Main-AreYouMyMummy,0.0065,3.08,"54,747"
Main-Antimatter,0.0065,2.94,"53,386"
Main-FauxDeath,0.0065,3.00,"39,956"
Main-InsectoidAliens,0.0065,3.10,"25,596"
Main-UnrealisticBlackHole,0.0065,3.02,"39,541"
Main-RentAZilla,0.0064,3.08,"11,171"
Main-ArtifactOfAttraction,0.0064,3.12,"19,481"
Main-UnpredictableResults,0.0064,3.09,"9,868"
Main-MechanicalMonster,0.0064,2.97,"38,845"
Main-WorldOfChaos,0.0064,3.06,"52,424"
Main-YouDirtyRat,0.0064,2.90,"76,891"
Main-EyeAwaken,0.0064,3.11,"30,710"
Main-Hallucinations,0.0064,3.10,"23,217"
Main-PsychologicalTormentZone,0.0064,3.12,"9,382"
Main-SinisterShades,0.0064,2.92,"73,721"
Main-CessationOfExistence,0.0064,3.01,"31,462"
Main-PsychologicalHorror,0.0064,3.06,"156,805"
Main-PollyWantsAMicrophone,0.0064,3.08,"34,655"
Main-PstandardPsychicPstance,0.0063,2.99,"33,264"
Main-ThingsThatGoBumpInTheNight,0.0063,2.96,"117,538"
Main-AnimateDead,0.0063,3.06,"12,762"
Main-NeuralImplanting,0.0063,2.96,"42,109"
Main-IslandBase,0.0063,3.07,"22,173"
Main-PowerSource,0.0063,3.25,"9,608"
Main-LikeRealityUnlessNoted,0.0063,3.04,"63,140"
Main-OurHomunculiAreDifferent,0.0063,3.03,"37,511"
Main-BedsheetGhost,0.0063,2.87,"117,890"
Main-GraveRobbing,0.0063,2.94,"62,926"
Main-FormallyNamedPet,0.0063,3.08,"19,487"
Main-ExtraEyes,0.0063,2.97,"54,436"
Main-ScaleOfScientificSins,0.0062,2.87,"52,767"
Main-MoonRabbit,0.0062,3.11,"22,485"
Main-ToonPhysics,0.0062,3.06,"50,649"
Main-DefaceOfTheMoon,0.0062,2.92,"101,193"
Main-InTheFutureWeStillHaveRoombas,0.0062,2.99,"37,291"
Main-MagiciansAreWizards,0.0062,3.06,"54,482"
Main-Claustrophobia,0.0062,2.94,"67,257"
Main-Halloweentown,0.0062,3.08,"53,568"
Main-EvilIsVisceral,0.0062,3.04,"70,590"
Main-ShapeshifterDefaultForm,0.0062,2.95,"33,181"
Main-SlidingScaleOfAnthropomorphism,0.0062,2.99,"119,074"
Main-Transhuman,0.0062,2.97,"70,535"
Main-TriggerPhrase,0.0062,2.89,"67,583"
Main-AdaptiveAbility,0.0062,2.98,"29,476"
Main-MonsterModesty,0.0062,3.10,"21,227"
Main-BazaarOfTheBizarre,0.0062,3.01,"58,275"
Main-GlasgowGrin,0.0062,2.94,"88,711"
Main-MisunderstoodLonerWithAHeartOfGold,0.0061,3.06,"40,281"
Main-KingOfBeasts,0.0061,2.99,"35,130"
Main-GeometricMagic,0.0061,3.03,"52,575"
Main-ThisWasHisTrueForm,0.0061,2.96,"37,855"
Main-ExtremeGraphicalRepresentation,0.0061,3.06,"29,691"
Main-AnimalSuperheroes,0.0061,3.04,"89,648"
Main-Metamorphosis,0.0061,3.09,"19,718"
Main-Mundanger,0.0061,3.09,"7,871"
Main-AnimalsHateHim,0.0061,3.09,"76,649"
Main-Valkyries,0.0061,2.93,"39,296"
Main-MagicalIncantation,0.0061,3.01,"57,304"
Main-SelfInflictedHell,0.0061,3.05,"52,135"
Main-DarknessEqualsDeath,0.0061,3.00,"77,238"
Main-FeatherFingers,0.0060,2.94,"99,755"
Main-LiquidAssets,0.0060,2.86,"73,245"
Main-AnthropomorphicShift,0.0060,2.93,"92,964"
Main-ImmortalityBeginsAtTwenty,0.0060,3.07,"51,922"
Main-OrganAutonomy,0.0060,2.98,"58,205"
Main-PirateParrot,0.0060,2.99,"57,015"
Main-PhonyPsychic,0.0060,3.13,"70,920"
Main-AcidTripDimension,0.0060,3.06,"14,729"
Main-StarKilling,0.0060,3.01,"46,597"
Main-HelpingHands,0.0060,3.09,"17,959"
Main-HeadPet,0.0060,3.00,"36,583"
Main-RaisingTheSteaks,0.0059,3.06,"35,746"
Main-DerelictGraveyard,0.0059,3.02,"33,153"
Main-GraveClouds,0.0059,3.00,"35,260"
Main-TheArchmage,0.0059,3.08,"15,377"
Main-MechanicalEvolution,0.0059,2.96,"60,882"
Main-FantasticVoyagePlot,0.0059,2.91,"105,964"
Main-SapientSteed,0.0059,3.00,"45,982"
Main-VichyEarth,0.0059,3.10,"13,814"
Main-GhostPirate,0.0059,3.09,"21,920"
Main-DigitalAvatar,0.0059,3.11,"57,217"
Main-InhumanlyBeautifulRace,0.0059,3.13,"58,650"
Main-AmplifiedAnimalAptitude,0.0058,2.94,"109,107"
Main-HeroicDog,0.0058,3.04,"40,707"
Main-PteroSoarer,0.0058,3.04,"81,557"
Main-ChineseVampire,0.0058,3.13,"102,098"
Main-TotalEclipseOfThePlot,0.0058,3.01,"38,759"
Main-ArtisticLicenseAstronomy,0.0058,3.19,"97,752"
Main-AbnormalLimbRotationRange,0.0058,3.06,"24,986"
Main-FaceFramedInShadow,0.0058,2.97,"41,849"
Main-RoboCam,0.0058,3.07,"30,845"
Main-MechanicalHorse,0.0057,3.02,"22,717"
Main-HumanityIsSuperior,0.0057,3.01,"22,317"
Main-VampiricDraining,0.0057,3.10,"16,661"
Main-HumanMomNonhumanDad,0.0057,2.77,"142,565"
Main-DisappearsIntoLight,0.0057,3.09,"12,666"
Main-CityInABottle,0.0057,2.89,"78,951"
Main-MugglesDoItBetter,0.0057,2.93,"29,745"
Main-TheLibraryOfBabel,0.0057,2.96,"45,847"
Main-FaintingSeer,0.0057,3.07,"15,069"
Main-TheStarsAreGoingOut,0.0057,3.00,"39,553"
Main-HarmonyVersusDiscipline,0.0057,3.15,"17,282"
Main-GhostPlanet,0.0057,3.10,"13,214"
Main-SpellBook,0.0057,3.08,"28,575"
Main-MoralityChip,0.0057,3.04,"14,440"
Main-ImmortalProcreationClause,0.0057,2.97,"31,006"
Main-PlaceOfPower,0.0057,3.11,"16,801"
Main-AndYouThoughtItWasAGame,0.0056,2.89,"57,495"
Main-PowersViaPossession,0.0056,3.10,"13,293"
Main-UnderwaterBase,0.0056,3.10,"61,923"
Main-OurOgresAreHungrier,0.0056,2.97,"91,626"
Main-ToothyBird,0.0055,3.18,"45,909"
Main-HunterOfHisOwnKind,0.0055,3.05,"79,684"
Main-CollectorOfTheStrange,0.0055,3.01,"56,702"
Main-DreamApocalypse,0.0055,3.08,"12,479"
Main-Prehistoria,0.0055,3.20,"36,531"
Main-WideEyesAndShrunkenIrises,0.0055,3.13,"18,820"
Main-GrotesqueGallery,0.0055,3.15,"28,519"
Main-IndianBurialGround,0.0055,3.08,"27,271"
Main-TimeDissonance,0.0055,3.01,"14,285"
Main-LighthousePoint,0.0055,2.94,"101,476"
Main-HolographicTerminal,0.0055,3.05,"45,723"
Main-ForgotAboutHisPowers,0.0055,2.90,"38,494"
Main-MistakenForGranite,0.0055,3.07,"15,439"
Main-ThankTheMaker,0.0055,3.09,"16,617"
Main-TheDollEpisode,0.0055,3.01,"69,138"
Main-PartialTransformation,0.0055,3.12,"11,916"
Main-TreeTopTown,0.0055,3.20,"16,397"
Main-PokeInTheThirdEye,0.0054,3.01,"63,034"
Main-SummoningRitual,0.0054,3.03,"21,705"
Main-CymbalBangingMonkey,0.0054,3.00,"23,437"
Main-HackerCave,0.0054,3.08,"21,513"
Main-ItCanThink,0.0054,2.93,"67,874"
Main-TimeDilation,0.0054,3.21,"28,083"
Main-CatsAreMagic,0.0054,2.99,"58,953"
Main-HowUnscientific,0.0054,2.83,"87,234"
Main-UselessSuperpowers,0.0054,2.88,"51,611"
Main-TransplantedHumans,0.0054,3.19,"5,591"
Main-BetaTestBaddie,0.0054,3.01,"10,752"
Main-SupernaturallyDeliciousAndNutritious,0.0054,3.12,"39,991"
Main-MagicMisfire,0.0054,2.95,"39,836"
Main-TechnicolorFire,0.0054,3.00,"15,336"
Main-Xenofiction,0.0053,3.03,"180,114"
Main-Lunacy,0.0053,2.90,"45,428"
Main-ButterflyOfDeathAndRebirth,0.0053,3.05,"35,397"
Main-MarkedChange,0.0053,3.06,"12,717"
Main-SpiderLimbs,0.0053,2.94,"24,245"
Main-SuperSmoke,0.0053,3.12,"13,328"
Main-TheForceIsStrongWithThisOne,0.0053,3.09,"22,071"
Main-BatOutOfHell,0.0053,2.95,"69,321"
Main-CatsAreSnarkers,0.0053,3.19,"19,657"
Main-EverythingsWickedWithWeasels,0.0053,3.01,"47,869"
Main-MentalAffair,0.0053,3.19,"6,826"
Main-RevivalLoophole,0.0053,3.09,"7,710"
Main-TerribleTicking,0.0053,2.97,"25,356"
Main-Oculothorax,0.0052,3.08,"32,817"
Main-ThereAreNoCoincidences,0.0052,3.05,"27,861"
Main-FisherKingdom,0.0052,2.99,"40,483"
Main-AncientTomb,0.0052,3.07,"31,655"
Main-RoboFamily,0.0052,2.95,"26,373"
Main-PsychicBlockDefense,0.0052,3.07,"11,555"
Main-TerminallyDependentSociety,0.0052,2.93,"48,076"
Main-BuildingOfAdventure,0.0052,3.06,"72,597"
Main-TheOgre,0.0052,3.97,242
Main-CivilizedAnimal,0.0052,3.15,"46,460"
Main-SoulPower,0.0052,3.02,"59,959"
Main-HollowWorld,0.0052,2.91,"93,834"
Main-FreakyIsCool,0.0052,2.91,"48,752"
Main-Mythopoeia,0.0052,3.02,"63,171"
Main-PossessionImpliesMastery,0.0052,3.04,"19,705"
Main-SuperIntelligence,0.0052,3.03,"31,742"
Main-MermaidProblem,0.0051,3.01,"57,084"
Main-RecruitTeenagersWithAttitude,0.0051,3.05,"23,321"
Main-OpaqueLenses,0.0051,3.17,"6,617"
Main-World-HealingWave,0.0051,3.00,"14,876"
Main-MonsterTown,0.0051,3.01,"29,729"
Main-SoYouWantToLiveForever,0.0051,3.08,"14,156"
Main-DomedHometown,0.0051,3.12,"21,018"
Main-BrokenAngel,0.0051,2.99,"25,528"
Main-YouCanSeeMe,0.0051,3.08,"20,317"
Main-SpaceElves,0.0051,2.90,"119,929"
Main-MentorMascot,0.0051,2.99,"73,900"
Main-PiecesOfGod,0.0051,3.07,"12,068"
Main-RitualMagic,0.0051,3.14,"16,275"
Main-SenseFreak,0.0051,2.98,"45,335"
Main-BatmanInMyBasement,0.0051,3.03,"61,153"
Main-Cthulhumanoid,0.0050,3.03,"18,565"
Main-AfterlifeExpress,0.0050,2.99,"58,509"
Main-Medusa,0.0050,2.98,"86,105"
Main-MagicMeteor,0.0050,3.18,"71,221"
Main-HolyHalo,0.0050,2.95,"45,628"
Main-ConspiracyKitchenSink,0.0050,3.03,"85,550"
Main-NapoleonDelusion,0.0050,3.05,"17,592"
Main-WhodunnitToMe,0.0050,3.11,"20,749"
Main-NonHumanUndead,0.0050,3.01,"26,924"
Main-PerpetualMotionMonster,0.0050,3.01,"31,322"
Main-ClassicalMovieVampire,0.0050,3.17,"18,566"
Main-ScienceIsWrong,0.0050,3.03,"25,155"
Main-AnimalMecha,0.0050,3.18,"8,115"
Main-ColdFlames,0.0050,3.10,"10,394"
Main-EasilyThwartedAlienInvasion,0.0050,2.86,"94,240"
Main-MoodyMount,0.0050,3.06,"22,691"
Main-BecomingTheCostume,0.0050,3.08,"51,031"
Main-NeverSmileAtACrocodile,0.0050,3.04,"70,029"
Main-PortalPool,0.0050,3.09,"74,944"
Main-SpaceElevator,0.0049,3.12,"23,106"
Main-SenseLossSadness,0.0049,3.13,"7,314"
Main-TheyLookLikeUsNow,0.0049,2.97,"28,116"
Main-BioPunk,0.0049,3.07,"27,773"
Main-HomosexualReproduction,0.0049,3.05,"48,584"
Main-EnthrallingSiren,0.0049,3.20,"17,302"
Main-RoswellThatEndsWell,0.0049,3.14,"22,451"
Main-YourTomcatIsPregnant,0.0049,3.06,"75,597"
Main-PointlessDoomsdayDevice,0.0049,2.94,"19,579"
Main-MysticalPlague,0.0049,3.19,"9,863"
Main-PrequelInTheLostAge,0.0049,3.09,"15,281"
Main-InnocentAliens,0.0049,2.97,"53,651"
Main-MagicByAnyOtherName,0.0049,3.18,"11,598"
Main-TechnicallyLivingZombie,0.0049,3.14,"12,795"
Main-HorrorDoesntSettleForSimpleTuesday,0.0049,3.05,"190,615"
Main-GiantSquid,0.0049,3.13,"19,335"
Main-GettingSmiliesPaintedOnYourSoul,0.0049,2.85,"67,632"
Main-CreepySouvenir,0.0049,3.13,"23,272"
Main-MurderousMannequin,0.0049,3.12,"28,165"
Main-DysonSphere,0.0048,3.12,"14,257"
Main-EyeOfNewt,0.0048,3.09,"16,926"
Main-ContagiousPowers,0.0048,2.94,"25,779"
Main-TheRainman,0.0048,2.87,"66,188"
Main-OpeningACanOfClones,0.0048,3.11,"8,157"
Main-AutomatonHorses,0.0048,2.98,"63,544"
Main-AdvancedAncientAcropolis,0.0048,3.15,"12,542"
Main-PowerOfTheVoid,0.0048,3.04,"16,975"
Main-WakingUpAtTheMorgue,0.0048,2.91,"141,612"
Main-FullBoarAction,0.0048,2.91,"51,890"
Main-PerspectiveMagic,0.0048,3.18,"7,660"
Main-LowestCosmicDenominator,0.0048,3.04,"11,888"
Main-ConjoinedTwins,0.0048,3.13,"28,191"
Main-PhantomZonePicture,0.0048,2.96,"35,616"
Main-EatDirtCheap,0.0048,3.30,940
Main-WeHaveForgottenThePhlebotinum,0.0048,3.29,"2,565"
Main-CastFromLifespan,0.0048,3.00,"36,461"
Main-MortalityEnsues,0.0048,3.20,"6,910"
Main-UndeadTaxExemption,0.0048,2.95,"29,188"
Main-SuicideIsPainless,0.0048,3.08,"44,877"
Main-FaunsAndSatyrs,0.0048,3.10,"21,288"
Main-NoBloodForPhlebotinum,0.0048,3.05,"67,799"
Main-WorldSundering,0.0047,3.00,"16,121"
Main-MorphicResonance,0.0047,2.94,"53,092"
Main-NightmareFuelColoringBook,0.0047,2.87,"50,922"
Main-KaleidoscopeEyes,0.0047,2.89,"80,145"
Main-AllCavemenWereNeanderthals,0.0047,3.10,"21,044"
Main-MysteriousAntarctica,0.0047,3.05,"41,718"
Main-ScrewLearningIHavePhlebotinum,0.0047,3.06,"19,500"
Main-AstralProjection,0.0047,3.19,"12,393"
Main-StandardSciFiSetting,0.0047,2.93,"91,503"
Main-SlaveRace,0.0047,3.08,"72,610"
Main-AliensOfLondon,0.0047,3.07,"7,745"
Main-HypnoTrinket,0.0047,3.13,"10,117"
Main-PlayfulOtter,0.0047,3.10,"77,905"
Main-LickedByTheDog,0.0047,3.04,"37,095"
Main-VampireRefugee,0.0047,3.11,"18,474"
Main-VampireDetectiveSeries,0.0047,3.08,"85,531"
Main-JustSoStory,0.0047,3.17,"17,216"
Main-WizardsLiveLonger,0.0047,3.07,"17,313"
Main-PhantasySpelling,0.0046,3.07,"18,237"
Main-VampireBitesSuck,0.0046,3.00,"53,336"
Main-TheGreatFlood,0.0046,3.10,"46,875"
Main-TheTimeOfMyths,0.0046,3.13,"18,278"
Main-EmpathyPet,0.0046,3.01,"24,736"
Main-TheWallAroundTheWorld,0.0046,3.06,"21,995"
Main-TheTeamNormal,0.0046,2.95,"24,561"
Main-FrogsAndToads,0.0046,2.89,"106,230"
Main-ImNotAfraidOfYou,0.0046,3.09,"8,163"
Main-Robeast,0.0046,3.04,"32,066"
Main-ExpressDelivery,0.0046,3.07,"16,544"
Main-TheSymbiote,0.0046,3.01,"43,104"
Main-PlaceBeyondTime,0.0046,3.10,"17,632"
Main-MeatMoss,0.0046,3.15,"8,490"
Main-HauntedHeadquarters,0.0046,3.14,"11,217"
Main-HyperspaceLanes,0.0046,3.10,"7,865"
Main-EnlightenmentSuperpowers,0.0046,3.09,"23,313"
Main-Wendigo,0.0045,2.99,"83,605"
Main-ShapeshiftingLover,0.0045,2.99,"57,303"
Main-InvisibleAnatomy,0.0045,3.05,"40,205"
Main-BrainwashResidue,0.0045,2.97,"23,458"
Main-SpikeShooter,0.0045,3.11,"8,826"
Main-HatOfPower,0.0045,3.18,"9,918"
Main-NightVisionGoggles,0.0045,3.07,"24,735"
Main-SoulFragment,0.0045,3.05,"6,568"
Main-NotGrowingUpSucks,0.0045,3.04,"32,077"
Main-TelepathicSpacemen,0.0045,2.96,"30,216"
Main-Lilliputians,0.0045,2.97,"78,206"
Main-ProtectiveCharm,0.0045,3.19,"6,328"
Main-ManInTheMachine,0.0045,3.15,"10,907"
Main-NeverSleepAgain,0.0045,3.02,"22,158"
Main-OneProductPlanet,0.0045,3.15,"10,176"
Main-FlightStrengthHeart,0.0045,2.99,"18,148"
Main-DemonHead,0.0045,3.06,"18,568"
Main-GhostAmnesia,0.0044,3.00,"34,892"
Main-UndeathAlwaysEnds,0.0044,3.04,"34,616"
Main-Planimal,0.0044,3.16,"6,803"
Main-OracularHead,0.0044,3.08,"13,576"
Main-BizarreAlienReproduction,0.0044,3.06,"37,709"
Main-ProtagonistWithoutAPast,0.0044,3.12,"14,680"
Main-SuperheroEpisode,0.0044,3.08,"13,312"
Main-AllHallowsEve,0.0044,2.98,"65,540"
Main-DivineParentage,0.0044,3.04,"22,125"
Main-TheOmnipotent,0.0044,3.08,"16,306"
Main-NonMaliciousMonster,0.0044,3.02,"17,927"
Main-StandardTimeUnits,0.0044,3.09,"11,955"
Main-GenderEqualsBreed,0.0044,3.01,"37,711"
Main-FantasticNatureReserve,0.0044,3.03,"29,196"
Main-RemovingTheHeadOrDestroyingTheBrain,0.0044,2.96,"49,672"
Main-NoveltyDecay,0.0044,3.15,"5,379"
Main-AllWebbedUp,0.0044,2.93,"22,087"
Main-TheManBehindTheMonsters,0.0043,2.96,"29,977"
Main-UnroboticReveal,0.0043,3.12,"9,768"
Main-YearOutsideHourInside,0.0043,3.08,"18,499"
Main-WingsDoNothing,0.0043,3.03,"17,665"
Main-DreamingTheTruth,0.0043,3.17,"13,781"
Main-CapturedSuperEntity,0.0043,3.00,"11,213"
Main-FacialHorror,0.0043,2.96,"48,210"
Main-ElvesVersusDwarves,0.0043,2.96,"35,524"
Main-BlankBook,0.0043,3.01,"23,261"
Main-TheMagicComesBack,0.0043,3.07,"32,026"
Main-MagicCarpet,0.0043,3.00,"51,880"
Main-AmusementPark,0.0043,3.10,"24,164"
Main-WeatherDissonance,0.0043,3.11,"18,035"
Main-ScaryScarecrows,0.0043,2.91,"62,676"
Main-NeuroVault,0.0043,3.08,"16,516"
Main-MugglePower,0.0043,2.87,"32,642"
Main-PostModernMagik,0.0043,2.99,"35,155"
Main-AncientKeeper,0.0043,3.20,"4,890"
Main-CantLiveWithoutYou,0.0043,3.09,"5,430"
Main-CrystalPrison,0.0042,3.08,"12,593"
Main-PlanetTerra,0.0042,3.03,"29,087"
Main-NoImmortalInertia,0.0042,3.00,"31,525"
Main-IThoughtEveryoneCouldDoThat,0.0042,3.14,"12,159"
Main-OverrideCommand,0.0042,3.09,"8,438"
Main-FantasticScience,0.0042,3.12,"9,711"
Main-DepthDeception,0.0042,3.07,"47,798"
Main-AppendageAssimilation,0.0042,3.15,"11,317"
Main-GoAmongMadPeople,0.0042,3.10,"24,326"
Main-TemporaryBlindness,0.0042,2.90,"42,468"
Main-BigRedDevil,0.0042,3.03,"81,182"
Main-WorldOfFunnyAnimals,0.0042,3.13,"30,232"
Main-Hellevator,0.0042,3.09,"22,546"
Main-SlidingScaleOfUndeadRegeneration,0.0042,3.10,"12,318"
Main-TimeAndRelativeDimensionsInSpace,0.0042,3.11,"14,153"
Main-NoMouth,0.0042,3.01,"31,551"
Main-DisabilityImmunity,0.0042,2.87,"71,680"
Main-EscapeFromTheCrazyPlace,0.0042,3.08,"17,368"
Main-HumanityIsInsane,0.0042,3.12,"18,214"
Main-WarmBloodbagsAreEverywhere,0.0041,3.07,"34,467"
Main-BlindfoldedVision,0.0041,3.04,"8,506"
Main-MonogenderMonsters,0.0041,3.10,"8,269"
Main-EatenAlive,0.0041,3.07,"17,023"
Main-PhilosophersStone,0.0041,3.11,"23,099"
Main-HolyBurnsEvil,0.0041,3.07,"32,891"
Main-KryptoniteProofSuit,0.0041,3.16,"6,630"
Main-MindHive,0.0041,2.99,"31,098"
Main-SecretProjectRefugeeFamily,0.0041,2.93,"59,948"
Main-TentacleRope,0.0041,3.11,"18,383"
Main-PhlebotinumMuncher,0.0041,3.14,"4,488"
Main-ClothesMakeTheManiac,0.0041,2.94,"21,868"
Main-NoSuchThingAsSpaceJesus,0.0041,3.07,"11,217"
Main-SphereEyes,0.0041,3.19,"20,162"
Main-TokenHuman,0.0041,2.98,"52,500"
Main-BigDumbObject,0.0041,3.05,"25,230"
Main-DamagedSoul,0.0041,2.89,"53,959"
Main-DemiHuman,0.0041,3.05,"16,678"
Main-DidYouJustRomanceCthulhu,0.0041,3.02,"24,343"
Main-ThroatLight,0.0041,3.14,"7,572"
Main-GenderRestrictedAbility,0.0041,2.92,"51,696"
Main-InexplicablyAwesome,0.0041,2.89,"32,049"
Main-AmbiguousRobots,0.0041,3.06,"6,265"
Main-ImHavingSoulPains,0.0040,3.02,"18,470"
Main-MonsterProgenitor,0.0040,3.15,"16,570"
Main-AkashicRecords,0.0040,3.12,"8,418"
Main-Puppetmaster,0.0040,3.66,"1,294"
Main-YouAreWhoYouEat,0.0040,3.04,"14,932"
Main-DetonationMoon,0.0040,3.11,"18,450"
Main-JacobMarleyApparel,0.0040,3.06,"32,683"
Main-AtTheCrossroads,0.0040,3.04,"29,116"
Main-OurGryphonsAreDifferent,0.0040,3.07,"21,700"
Main-ReactionlessDrive,0.0040,3.30,"13,702"
Main-RemoteBody,0.0040,3.14,"17,768"
Main-AnimalsLackAttributes,0.0040,3.14,"29,207"
Main-SiliconBasedLife,0.0040,3.15,"11,999"
Main-BlankSlate,0.0040,3.01,"26,598"
Main-SaharanShipwreck,0.0040,3.10,"15,881"
Main-DittoAliens,0.0040,3.07,"8,228"
Main-SleptThroughTheApocalypse,0.0040,2.92,"54,736"
Main-RealityWarpingIsNotAToy,0.0040,2.94,"26,555"
Main-MagicalGesture,0.0040,3.02,"27,989"
Main-GivingRadioToTheRomans,0.0040,3.11,"24,582"
Main-PsychoactivePowers,0.0040,2.97,"18,017"
Main-HypnoRay,0.0040,3.06,"18,998"
Main-ReinventingTheTelephone,0.0040,3.15,"7,678"
Main-SuperhumanTransfusion,0.0040,3.11,"7,445"
Main-UnEqualRites,0.0040,3.02,"16,414"
Main-SingleSpecimenSpecies,0.0040,2.97,"14,632"
Main-GuineaPigFamily,0.0039,3.08,"18,676"
Main-YourEyesCanDeceiveYou,0.0039,3.07,"10,152"
Main-RegularlyScheduledEvil,0.0039,3.03,"12,777"
Main-SuperHumanTrafficking,0.0039,2.99,"16,220"
Main-BodyToJewel,0.0039,3.09,"11,276"
Main-RiseFromYourGrave,0.0039,3.16,"8,408"
Main-UndeathlyPallor,0.0039,3.14,"13,583"
Main-InexplicableCulturalTies,0.0039,3.08,"16,857"
Main-WhaleEgg,0.0039,3.08,"18,359"
Main-SpecialSnowflakeSyndrome,0.0039,3.03,"12,773"
Main-DisposableSuperheroMaker,0.0039,3.04,"9,741"
Main-MessageInABottle,0.0039,3.02,"34,084"
Main-StagesOfMonsterGrief,0.0039,3.11,"12,573"
Main-SomewhereAnOrnithologistIsCrying,0.0039,3.08,"26,262"
Main-HumansAreUgly,0.0039,3.08,"10,315"
Main-LivingMotionDetector,0.0039,3.03,"11,148"
Main-GoIntoTheLight,0.0039,3.10,"13,836"
Main-Shadowland,0.0039,3.33,"4,153"
Main-TaintedVeins,0.0039,3.15,"7,039"
Main-SidekickGlassCeiling,0.0039,2.93,"25,353"
Main-DeadExMachina,0.0039,2.98,"17,131"
Main-MadwomanInTheAttic,0.0039,2.96,"57,217"
Main-ThatPoorPlant,0.0039,3.06,"11,404"
Main-CostumedNonsuperHero,0.0039,3.15,"5,016"
Main-ArtisticLicenseChemistry,0.0039,2.92,"21,516"
Main-SlidingScaleOfRealisticVersusFantastic,0.0039,2.94,"58,063"
Main-PlugNPlayTechnology,0.0038,3.02,"16,742"
Main-RaimiVision,0.0038,3.03,"38,525"
Main-ApathyKilledTheCat,0.0038,2.96,"49,995"
Main-DoomedProtagonist,0.0038,3.10,"28,161"
Main-FantasticFruitsAndVegetables,0.0038,3.01,"51,232"
