"Rank","Word","Word in English","Happiness Score","Standard Deviation of Ratings"
"4320","spell","spell","5.6","1.4142"
"4321","stand","stand","5.6","1.1066"
"4322","suggested","suggested","5.6","1.2454"
"4323","title","title","5.6","1.088"
"4324","topics","topics","5.6","0.833"
"4325","trustees","trustees","5.6","1.3702"
"4326","twice","twice","5.6","1.1429"
"4327","utilities","utilities","5.6","1.7023"
"4328","veteran","veteran","5.6","1.1429"
"4329","viewed","viewed","5.6","1.2122"
"4330","virtually","virtually","5.6","1.0498"
"4331","walker","walker","5.6","1.5518"
"4332","watchin","watchin","5.6","1.2122"
"4333","your","your","5.6","1.0302"
"4334","accustomed","accustomed","5.6","1.3778"
"4335","deed","deed","5.6","1.5556"
"4336","besos","besos","5.59","1.632"
"4337","classroom","classroom","5.59","1.7668"
"4338","comparative","comparative","5.59","1.2234"
"4339","constituted","constituted","5.59","1.135"
"4340","indicating","indicating","5.59","1.2734"
"4341","occurs","occurs","5.59","1.1165"
"4342","parallel","parallel","5.59","1.0785"
"4343","sentences","sentences","5.59","1.632"
"4344","vita","vita","5.59","1.3832"
"4345","habits","habits","5.58","1.4852"
"4346","#iphone","#iphone","5.58","2.2865"
"4347","allison","allison","5.58","1.1445"
"4348","appeals","appeals","5.58","1.7272"
"4349","apps","apps","5.58","1.3415"
"4350","arizona","arizona","5.58","1.4155"
"4351","attached","attached","5.58","1.4581"
"4352","bags","bags","5.58","1.0897"
"4353","barack","barack","5.58","2.0313"
"4354","bears","bears","5.58","1.8193"
"4355","bell","bell","5.58","1.2792"
"4356","brand","brand","5.58","1.1796"
"4357","broad","broad","5.58","1.1082"
"4358","broader","broader","5.58","1.2631"
"4359","bulletin","bulletin","5.58","0.8827"
"4360","cara","cara","5.58","1.2469"
"4361","casey","casey","5.58","1.2469"
"4362","cerebral","cerebral","5.58","1.6299"
"4363","chew","chew","5.58","1.3864"
"4364","circle","circle","5.58","1.2137"
"4365","cities","cities","5.58","1.4995"
"4366","client","client","5.58","1.1796"
"4367","comes","comes","5.58","0.7584"
"4368","comment","comment","5.58","1.2792"
"4369","consists","consists","5.58","1.3566"
"4370","corrected","corrected","5.58","1.6671"
"4371","current","current","5.58","1.3262"
"4372","danny","danny","5.58","1.012"
"4373","decisions","decisions","5.58","1.4155"
"4374","delaware","delaware","5.58","1.0515"
"4375","described","described","5.58","1.1445"
"4376","did","did","5.58","1.1265"
"4377","estimated","estimated","5.58","1.0319"
"4378","even","even","5.58","1.1968"
"4379","example","example","5.58","1.0708"
"4380","executive","executive","5.58","1.6671"
"4381","feet","feet","5.58","1.2631"
"4382","filling","filling","5.58","1.3566"
"4383","finally","finally","5.58","1.4299"
"4384","financed","financed","5.58","1.7034"
"4385","fingers","fingers","5.58","1.1445"
"4386","formed","formed","5.58","1.1622"
"4387","front","front","5.58","1.0708"
"4388","gran","gran","5.58","1.4721"
"4389","hier","hier","5.58","1.1082"
"4390","hips","hips","5.58","1.7034"
"4391","i've","i've","5.58","1.1796"
"4392","ibm","ibm","5.58","1.295"
"4393","identify","identify","5.58","1.3566"
"4394","intro","intro","5.58","0.9495"
"4395","kennedy","kennedy","5.58","1.4299"
"4396","laura","laura","5.58","1.6671"
"4397","lay","lay","5.58","1.2792"
"4398","lets","lets","5.58","1.012"
"4399","lewis","lewis","5.58","1.1796"
"4400","linda","linda","5.58","1.5398"
"4401","long-term","long-term","5.58","1.7853"
"4402","looked","looked","5.58","1.3566"
"4403","lords","lords","5.58","2.1389"
"4404","man's","man's","5.58","1.5131"
"4405","marie","marie","5.58","1.0319"
"4406","massachusetts","massachusetts","5.58","1.3262"
"4407","microphone","microphone","5.58","1.2137"
"4408","mills","mills","5.58","0.9708"
"4409","ministry","ministry","5.58","1.8526"
"4410","mumbai","mumbai","5.58","1.7272"
"4411","named","named","5.58","0.8593"
"4412","navy","navy","5.58","1.5131"
"4413","operative","operative","5.58","1.7034"
"4414","overnight","overnight","5.58","1.2137"
"4415","peep","peep","5.58","1.1796"
"4416","pot","pot","5.58","1.5265"
"4417","pursuit","pursuit","5.58","1.7853"
"4418","rapidly","rapidly","5.58","1.2631"
"4419","recorded","recorded","5.58","1.1968"
"4420","returning","returning","5.58","1.4721"
"4421","rooms","rooms","5.58","0.9055"
"4422","seats","seats","5.58","1.3415"
"4423","set","set","5.58","1.1968"
"4424","shortly","shortly","5.58","1.3107"
"4425","shoutout","shoutout","5.58","1.9493"
"4426","soho","soho","5.58","1.2631"
"4427","solely","solely","5.58","1.3415"
"4428","stuff","stuff","5.58","1.4995"
"4429","suburban","suburban","5.58","1.5265"
"4430","talkin","talkin","5.58","1.9388"
"4431","teenage","teenage","5.58","1.8305"
"4432","thighs","thighs","5.58","1.7623"
"4433","thing","thing","5.58","1.012"
"4434","times","times","5.58","1.1968"
"4435","traders","traders","5.58","1.3107"
"4436","trending","trending","5.58","1.4441"
"4437","tries","tries","5.58","1.2631"
"4438","valve","valve","5.58","1.1622"
"4439","vermont","vermont","5.58","1.295"
"4440","voters","voters","5.58","1.3107"
"4441","waist","waist","5.58","1.3716"
"4442","warming","warming","5.58","1.8962"
"4443","we'll","we'll","5.58","1.3262"
"4444","yang","yang","5.58","1.3716"
"4445","declare","declare","5.57","1.3472"
"4446","departments","departments","5.57","1.3994"
"4447","mathematical","mathematical","5.57","1.8484"
"4448","sow","sow","5.57","1.6202"
"4449","density","density","5.57","1.2047"
"4450","colony","colony","5.56","1.6099"
"4451","component","component","5.56","1.1091"
"4452","illusion","illusion","5.56","1.5004"
"4453","sip","sip","5.56","1.2867"
"4454","stride","stride","5.56","1.3669"
"4455","summary","summary","5.56","1.2188"
"4456","#musicmonday","#musicmonday","5.56","1.728"
"4457","acted","acted","5.56","1.0529"
"4458","aide","aide","5.56","1.4165"
"4459","alot","alot","5.56","1.402"
"4460","analyst","analyst","5.56","1.0529"
"4461","announces","announces","5.56","0.9723"
"4462","aspects","aspects","5.56","1.402"
"4463","associates","associates","5.56","1.6308"
"4464","attempt","attempt","5.56","1.2961"
"4465","basically","basically","5.56","1.0134"
"4466","blowin","blowin","5.56","1.3118"
"4467","bong","bong","5.56","2.0619"
"4468","brush","brush","5.56","1.7043"
"4469","camps","camps","5.56","1.6801"
"4470","cap","cap","5.56","0.9293"
"4471","change","change","5.56","1.3426"
"4472","characterized","characterized","5.56","1.1808"
"4473","christopher","christopher","5.56","0.8843"
"4474","civil","civil","5.56","1.1457"
"4475","clients","clients","5.56","1.198"
"4476","columnist","columnist","5.56","1.0134"
"4477","connecticut","connecticut","5.56","1.7162"
"4478","consider","consider","5.56","1.2149"
"4479","consumers","consumers","5.56","1.567"
"4480","contents","contents","5.56","0.951"
"4481","dial","dial","5.56","1.3273"
"4482","directly","directly","5.56","1.0333"
"4483","discussed","discussed","5.56","1.4591"
"4484","electron","electron","5.56","1.1457"
"4485","elle","elle","5.56","1.0333"
"4486","era","era","5.56","1.0333"
"4487","evaluate","evaluate","5.56","1.2803"
"4488","explanation","explanation","5.56","0.993"
"4489","extends","extends","5.56","1.0134"
"4490","fairfield","fairfield","5.56","0.9723"
"4491","format","format","5.56","1.3273"
"4492","forming","forming","5.56","0.993"
"4493","golf","golf","5.56","2.032"
"4494","hampshire","hampshire","5.56","0.951"
"4495","his","his","5.56","0.993"
"4496","inbox","inbox","5.56","1.4591"
"4497","indication","indication","5.56","1.0721"
"4498","ink","ink","5.56","1.2803"
"4499","innings","innings","5.56","1.4591"
"4500","jay-z","jay-z","5.56","1.514"
"4501","jumped","jumped","5.56","1.3426"
"4502","kelly","kelly","5.56","1.1634"
"4503","lauren","lauren","5.56","1.3273"
"4504","leather","leather","5.56","1.4868"
"4505","license","license","5.56","1.3426"
"4506","makes","makes","5.56","1.248"
"4507","manchester","manchester","5.56","1.3273"
"4508","marathon","marathon","5.56","1.2316"
"4509","matches","matches","5.56","1.2149"
"4510","measured","measured","5.56","1.3273"
"4511","method","method","5.56","0.9071"
"4512","mounted","mounted","5.56","1.3273"
"4513","nickel","nickel","5.56","1.5407"
"4514","on","on","5.56","1.0721"
"4515","opera","opera","5.56","1.7631"
"4516","organizations","organizations","5.56","1.1278"
"4517","pan","pan","5.56","0.8369"
"4518","passage","passage","5.56","1.1457"
"4519","password","password","5.56","1.1457"
"4520","place","place","5.56","1.198"
"4521","playa","playa","5.56","1.7861"
"4522","presidency","presidency","5.56","1.7861"
"4523","product","product","5.56","1.1095"
"4524","promo","promo","5.56","1.4165"
"4525","quarter","quarter","5.56","1.2149"
"4526","range","range","5.56","1.0134"
"4527","ranked","ranked","5.56","1.7043"
"4528","recent","recent","5.56","1.1095"
"4529","red","red","5.56","1.6183"
"4530","regarding","regarding","5.56","1.1278"
"4531","remained","remained","5.56","1.0333"
"4532","rolls","rolls","5.56","1.3118"
"4533","solo","solo","5.56","1.3726"
"4534","stay","stay","5.56","1.1634"
"4535","steppin","steppin","5.56","1.3426"
"4536","stepping","stepping","5.56","0.993"
"4537","studying","studying","5.56","2.0016"
"4538","substance","substance","5.56","1.1095"
"4539","systematic","systematic","5.56","1.514"
"4540","titles","titles","5.56","1.2643"
"4541","tons","tons","5.56","1.2961"
"4542","treated","treated","5.56","1.6433"
"4543","turkish","turkish","5.56","1.2149"
"4544","type","type","5.56","0.9293"
"4545","varied","varied","5.56","1.2961"
"4546","verbal","verbal","5.56","1.0529"
"4547","vida","vida","5.56","1.2803"
"4548","vodka","vodka","5.56","2.2602"
"4549","voices","voices","5.56","1.5005"
"4550","voltage","voltage","5.56","1.2803"
"4551","winding","winding","5.56","1.3273"
"4552","wisconsin","wisconsin","5.56","1.4165"
"4553","woke","woke","5.56","1.4165"
"4554","word","word","5.56","1.1457"
"4555","worker","worker","5.56","1.6308"
"4556","working","working","5.56","1.7631"
"4557","yonkers","yonkers","5.56","1.2643"
"4558","input","input","5.55","1.332"
"4559","analyses","analyses","5.55","1.2427"
"4560","array","array","5.55","1.1558"
"4561","calculations","calculations","5.55","1.5951"
"4562","dixie","dixie","5.55","1.292"
"4563","floss","floss","5.55","1.5419"
"4564","molecular","molecular","5.55","1.3854"
"4565","pavement","pavement","5.55","1.1737"
"4566","tame","tame","5.55","1.4151"
"4567","warriors","warriors","5.55","1.9585"
"4568","gospel","gospel","5.55","2.1202"
"4569","theological","theological","5.55","1.6305"
"4570","depth","depth","5.54","1.4136"
"4571","acquisitions","acquisitions","5.54","1.7168"
"4572","adam","adam","5.54","1.2651"
"4573","apparently","apparently","5.54","1.1104"
"4574","attempts","attempts","5.54","1.1988"
"4575","attended","attended","5.54","1.1104"
"4576","awwww","awwww","5.54","1.8094"
"4577","biological","biological","5.54","1.4458"
"4578","bobby","bobby","5.54","1.2488"
"4579","box","box","5.54","0.8855"
"4580","bradley","bradley","5.54","0.9941"
"4581","brooklyn","brooklyn","5.54","1.4737"
"4582","brunswick","brunswick","5.54","1.328"
"4583","bud","bud","5.54","1.1104"
"4584","buena","buena","5.54","1.4316"
"4585","cardinal","cardinal","5.54","1.6062"
"4586","catherine","catherine","5.54","1.4737"
"4587","chapel","chapel","5.54","1.5414"
"4588","chest","chest","5.54","0.9733"
"4589","circulation","circulation","5.54","1.2157"
"4590","criteria","criteria","5.54","1.1988"
"4591","cuban","cuban","5.54","1.5147"
"4592","dame","dame","5.54","1.3734"
"4593","daniel","daniel","5.54","1.073"
"4594","dealing","dealing","5.54","1.1643"
"4595","device","device","5.54","0.9521"
"4596","direction","direction","5.54","0.8134"
"4597","doctors","doctors","5.54","1.6563"
"4598","domain","domain","5.54","1.1104"
"4599","dubai","dubai","5.54","1.2811"
"4600","ear","ear","5.54","1.2324"
"4601","electrical","electrical","5.54","1.1104"
"4602","emily","emily","5.54","1.1287"
"4603","every1","every1","5.54","1.4598"
"4604","firmly","firmly","5.54","1.2324"
"4605","frame","frame","5.54","1.5414"
"4606","gee","gee","5.54","1.2488"
"4607","go","go","5.54","1.1817"
"4608","gusta","gusta","5.54","1.7049"
"4609","hablar","hablar","5.54","1.0919"
"4610","handle","handle","5.54","1.0539"
"4611","him","him","5.54","1.2157"
"4612","holdings","holdings","5.54","1.4028"
"4613","journalist","journalist","5.54","1.3584"
"4614","lap","lap","5.54","1.2811"
"4615","look","look","5.54","1.1287"
"4616","machinery","machinery","5.54","1.3433"
"4617","materials","materials","5.54","1.073"
"4618","mount","mount","5.54","1.2651"
"4619","mysterious","mysterious","5.54","1.6686"
"4620","nicholas","nicholas","5.54","0.9082"
"4621","notes","notes","5.54","1.1466"
"4622","ny","ny","5.54","1.6686"
"4623","obviously","obviously","5.54","1.2651"
"4624","pamela","pamela","5.54","0.8621"
"4625","panel","panel","5.54","1.2811"
"4626","particular","particular","5.54","1.1287"
"4627","person","person","5.54","1.1466"
"4628","posted","posted","5.54","1.1287"
"4629","ppl","ppl","5.54","1.328"
"4630","prompted","prompted","5.54","1.0343"
"4631","properties","properties","5.54","1.2969"
"4632","quarterback","quarterback","5.54","1.8206"
"4633","rating","rating","5.54","1.0919"
"4634","rearrange","rearrange","5.54","1.2488"
"4635","reason","reason","5.54","1.4737"
"4636","regions","regions","5.54","1.1104"
"4637","reminder","reminder","5.54","1.3433"
"4638","rims","rims","5.54","1.3126"
"4639","ross","ross","5.54","1.1466"
"4640","round","round","5.54","0.9521"
"4641","say","say","5.54","0.9941"
"4642","signs","signs","5.54","0.8621"
"4643","simpson","simpson","5.54","1.3126"
"4644","sources","sources","5.54","1.2324"
"4645","sponsored","sponsored","5.54","1.9082"
"4646","stephen","stephen","5.54","1.1817"
"4647","suggesting","suggesting","5.54","1.1988"
"4648","suzanne","suzanne","5.54","1.3433"
"4649","texas","texas","5.54","1.2324"
"4650","thursdays","thursdays","5.54","1.3881"
"4651","timeline","timeline","5.54","1.1287"
"4652","tools","tools","5.54","1.4172"
"4653","trio","trio","5.54","1.2651"
"4654","yale","yale","5.54","1.7168"
"4655","abstract","abstract","5.53","1.4424"
"4656","accordance","accordance","5.53","1.1565"
"4657","fellas","fellas","5.53","1.5014"
"4658","lean","lean","5.53","1.4304"
"4659","outward","outward","5.53","1.4448"
"4660","particle","particle","5.53","0.9377"
"4661","pipe","pipe","5.53","1.386"
"4662","rely","rely","5.53","1.4592"
"4663","sheet","sheet","5.53","1.2265"
"4664","sole","sole","5.53","1.2926"
"4665","whatcha","whatcha","5.53","1.4875"
"4666","arrow","arrow","5.52","1.5016"
"4667","blazing","blazing","5.52","2.0627"
"4668","wherever","wherever","5.52","1.2375"
"4669","aimed","aimed","5.52","1.581"
"4670","alice","alice","5.52","1.1822"
"4671","alicia","alicia","5.52","0.9528"
"4672","amendment","amendment","5.52","1.4032"
"4673","amy","amy","5.52","1.313"
"4674","appointment","appointment","5.52","1.8432"
"4675","archive","archive","5.52","1.432"
"4676","article","article","5.52","1.4032"
"4677","beth","beth","5.52","1.3438"
"4678","beverly","beverly","5.52","1.111"
"4679","beyonce","beyonce","5.52","1.821"
"4680","bottles","bottles","5.52","1.0925"
"4681","boxes","boxes","5.52","1.2162"
"4682","branch","branch","5.52","1.1471"
"4683","carol","carol","5.52","1.3589"
"4684","categories","categories","5.52","1.2329"
"4685","class","class","5.52","1.7756"
"4686","coaches","coaches","5.52","1.6066"
"4687","compounds","compounds","5.52","1.3738"
"4688","could","could","5.52","1.2816"
"4689","cube","cube","5.52","1.2974"
"4690","demonstrate","demonstrate","5.52","1.1822"
"4691","edition","edition","5.52","1.1292"
"4692","employers","employers","5.52","1.3738"
"4693","episodes","episodes","5.52","1.1292"
"4694","eva","eva","5.52","1.0925"
"4695","exceptions","exceptions","5.52","1.555"
"4696","extension","extension","5.52","1.1822"
"4697","filled","filled","5.52","1.2656"
"4698","findings","findings","5.52","1.4741"
"4699","graphic","graphic","5.52","1.2493"
"4700","headline","headline","5.52","1.313"
"4701","horizontal","horizontal","5.52","1.1648"
"4702","jefferson","jefferson","5.52","1.015"
"4703","jets","jets","5.52","1.3589"
"4704","jose","jose","5.52","1.432"
"4705","josh","josh","5.52","1.3738"
"4706","journalism","journalism","5.52","1.6193"
"4707","monica","monica","5.52","1.432"
"4708","montgomery","montgomery","5.52","1.2329"
"4709","nbc","nbc","5.52","1.1471"
"4710","north","north","5.52","1.2162"
"4711","outer","outer","5.52","1.2493"
"4712","papi","papi","5.52","1.3886"
"4713","parker","parker","5.52","1.0349"
"4714","patrick","patrick","5.52","1.2162"
"4715","peas","peas","5.52","1.8321"
"4716","plains","plains","5.52","1.432"
"4717","pm","pm","5.52","1.3438"
"4718","positions","positions","5.52","1.2816"
"4719","posting","posting","5.52","1.0925"
"4720","ray","ray","5.52","1.4602"
"4721","reaction","reaction","5.52","0.9947"
"4722","reference","reference","5.52","1.111"
"4723","reflected","reflected","5.52","1.0736"
"4724","remain","remain","5.52","1.1471"
"4725","reserves","reserves","5.52","1.2816"
"4726","rockefeller","rockefeller","5.52","1.3285"
"4727","room","room","5.52","1.1471"
"4728","russian","russian","5.52","1.7052"
"4729","ryan","ryan","5.52","0.9947"
"4730","sara","sara","5.52","1.764"
"4731","she's","she's","5.52","1.1993"
"4732","subjective","subjective","5.52","1.3589"
"4733","suggest","suggest","5.52","1.2329"
"4734","summit","summit","5.52","1.6193"
"4735","synagogue","synagogue","5.52","1.5151"
"4736","taylor","taylor","5.52","1.2329"
"4737","throughout","throughout","5.52","1.2656"
"4738","tony","tony","5.52","1.1822"
"4739","traded","traded","5.52","1.4177"
"4740","trailer","trailer","5.52","1.3285"
"4741","twitters","twitters","5.52","1.8432"
"4742","u","u","5.52","1.729"
"4743","url","url","5.52","0.9739"
"4744","usage","usage","5.52","1.5016"
"4745","vet","vet","5.52","1.1993"
"4746","vikings","vikings","5.52","1.5939"
"4747","whispers","whispers","5.52","1.7524"
"4748","beso","beso","5.52","1.4524"
"4749","respiratory","respiratory","5.52","1.5673"
"4750","fills","fills","5.51","1.1955"
"4751","behaviors","behaviors","5.51","1.1569"
"4752","breed","breed","5.51","1.5428"
"4753","layin","layin","5.51","1.0825"
"4754","maze","maze","5.51","1.5959"
"4755","measurement","measurement","5.51","1.293"
"4756","occurrence","occurrence","5.51","1.3404"
"4757","priests","priests","5.51","2.0117"
"4758","receptor","receptor","5.51","1.4307"
"4759","slope","slope","5.51","1.2603"
"4760","tener","tener","5.51","1.0231"
"4761","thong","thong","5.51","1.7335"
"4762","account","account","5.5","0.953"
"4763","adds","adds","5.5","0.953"
"4764","anglo","anglo","5.5","1.3838"
"4765","application","application","5.5","1.3286"
"4766","arm","arm","5.5","1.0152"
"4767","atoms","atoms","5.5","1.2164"
"4768","austin","austin","5.5","1.0738"
"4769","behavior","behavior","5.5","1.2657"
"4770","beyond","beyond","5.5","1.4321"
"4771","bloggers","bloggers","5.5","1.2976"
"4772","bow","bow","5.5","1.4321"
"4773","brief","brief","5.5","1.2817"
"4774","buffalo","buffalo","5.5","1.594"
"4775","capacity","capacity","5.5","1.4178"
"4776","chairwoman","chairwoman","5.5","1.1824"
"4777","channel","channel","5.5","0.8391"
"4778","charlotte","charlotte","5.5","0.9742"
"4779","christine","christine","5.5","1.2976"
"4780","clay","clay","5.5","1.3286"
"4781","consumer","consumer","5.5","1.0546"
"4782","count","count","5.5","1.0546"
"4783","crews","crews","5.5","1.4178"
"4784","david","david","5.5","1.1473"
"4785","democrats","democrats","5.5","1.9923"
"4786","doing","doing","5.5","1.1995"
"4787","editions","editions","5.5","1.2976"
"4788","effects","effects","5.5","1.4743"
"4789","equivalent","equivalent","5.5","1.2976"
"4790","eyed","eyed","5.5","1.3887"
"4791","faculty","faculty","5.5","1.4321"
"4792","feels","feels","5.5","1.7409"
"4793","fellow","fellow","5.5","1.4604"
"4794","figure","figure","5.5","1.1473"
"4795","finals","finals","5.5","1.9821"
"4796","fm","fm","5.5","1.6067"
"4797","footsteps","footsteps","5.5","1.3887"
"4798","frequently","frequently","5.5","1.6067"
"4799","generation","generation","5.5","1.1995"
"4800","genetic","genetic","5.5","1.2495"
"4801","glasses","glasses","5.5","1.2976"
"4802","halfway","halfway","5.5","1.0351"
"4803","handled","handled","5.5","0.9313"
"4804","in","in","5.5","1.0152"
"4805","insure","insure","5.5","1.4321"
"4806","investors","investors","5.5","1.2495"
"4807","item","item","5.5","0.9313"
"4808","jack","jack","5.5","0.9742"
"4809","jane","jane","5.5","0.9742"
"4810","jones","jones","5.5","1.0152"
"4811","leven","leven","5.5","1.2817"
"4812","manifest","manifest","5.5","1.359"
"4813","map","map","5.5","1.4321"
"4814","maria","maria","5.5","1.233"
"4815","melissa","melissa","5.5","1.0926"
"4816","minute","minute","5.5","0.9313"
"4817","normally","normally","5.5","0.9742"
"4818","pastor","pastor","5.5","1.8434"
"4819","patricia","patricia","5.5","0.9949"
"4820","pole","pole","5.5","1.1995"
"4821","preface","preface","5.5","1.3439"
"4822","prep","prep","5.5","1.359"
"4823","quiet","quiet","5.5","1.8098"
"4824","ran","ran","5.5","1.4604"
"4825","rated","rated","5.5","1.4321"
"4826","repertory","repertory","5.5","1.7525"
"4827","retailers","retailers","5.5","1.2495"
"4828","retain","retain","5.5","0.953"
"4829","rub","rub","5.5","1.5152"
"4830","russia","russia","5.5","1.374"
"4831","settings","settings","5.5","1.2548"
"4832","skin","skin","5.5","1.5551"
"4833","sms","sms","5.5","1.6067"
"4834","specifically","specifically","5.5","1.1112"
"4835","steven","steven","5.5","1.0926"
"4836","stevie","stevie","5.5","1.1824"
"4837","texting","texting","5.5","1.4604"
"4838","tie","tie","5.5","1.1824"
"4839","transmission","transmission","5.5","1.3286"
"4840","unit","unit","5.5","0.9742"
"4841","variation","variation","5.5","1.1824"
"4842","vol","vol","5.5","1.5152"
"4843","wanna","wanna","5.5","1.5419"
"4844","we're","we're","5.5","1.0152"
"4845","wearing","wearing","5.5","1.1824"
"4846","westside","westside","5.5","1.3132"
"4847","wild","wild","5.5","1.8098"
"4848","womb","womb","5.5","1.3887"
"4849","works","works","5.5","1.4463"
"4850","yankee","yankee","5.5","1.7642"
"4851","responsibilities","responsibilities","5.49","1.7224"
"4852","awaits","awaits","5.49","1.4012"
"4853","interface","interface","5.49","1.0433"
"4854","mics","mics","5.49","1.309"
"4855","modified","modified","5.49","1.0825"
"4856","remark","remark","5.49","1.3712"
"4857","supervision","supervision","5.49","1.6346"
"4858","weave","weave","5.49","1.3863"
"4859","flame","flame","5.49","1.7304"
"4860","interpreted","interpreted","5.49","1.3493"
"4861","11am","11am","5.48","1.111"
"4862","acts","acts","5.48","1.1471"
"4863","actual","actual","5.48","1.0544"
"4864","adviser","adviser","5.48","1.821"
"4865","advisers","advisers","5.48","1.3738"
"4866","ahhh","ahhh","5.48","2.0428"
"4867","alabama","alabama","5.48","1.1648"
"4868","along","along","5.48","0.8142"
"4869","announced","announced","5.48","1.5151"
"4870","approached","approached","5.48","1.2816"
"4871","attempted","attempted","5.48","1.568"
"4872","ballin","ballin","5.48","1.6318"
"4873","beta","beta","5.48","1.1471"
"4874","bling","bling","5.48","2.1019"
"4875","canon","canon","5.48","1.3438"
"4876","cheap","cheap","5.48","1.9508"
"4877","church","church","5.48","1.8543"
"4878","cincinnati","cincinnati","5.48","1.4741"
"4879","column","column","5.48","0.9089"
"4880","compound","compound","5.48","1.2974"
"4881","concept","concept","5.48","1.4032"
"4882","consultant","consultant","5.48","1.1822"
"4883","convention","convention","5.48","1.2329"
"4884","coupe","coupe","5.48","1.5418"
"4885","cumulative","cumulative","5.48","1.0736"
"4886","demo","demo","5.48","1.313"
"4887","donald","donald","5.48","1.2493"
"4888","elements","elements","5.48","1.5285"
"4889","encountered","encountered","5.48","1.3285"
"4890","everytime","everytime","5.48","1.4741"
"4891","exception","exception","5.48","1.1471"
"4892","export","export","5.48","1.3738"
"4893","extensive","extensive","5.48","1.2656"
"4894","external","external","5.48","1.2162"
"4895","fb","fb","5.48","1.2162"
"4896","felt","felt","5.48","1.3738"
"4897","guild","guild","5.48","0.9528"
"4898","habit","habit","5.48","1.6066"
"4899","he'll","he'll","5.48","1.1648"
"4900","here","here","5.48","1.0925"
"4901","highway","highway","5.48","1.2656"
"4902","holmes","holmes","5.48","1.2329"
"4903","ikea","ikea","5.48","1.6567"
"4904","indicate","indicate","5.48","0.9528"
"4905","janet","janet","5.48","0.9528"
"4906","joan","joan","5.48","1.2329"
"4907","jump","jump","5.48","1.7407"
"4908","kate","kate","5.48","1.4741"
"4909","katherine","katherine","5.48","1.5418"
"4910","katie","katie","5.48","1.6066"
"4911","katy","katy","5.48","1.1993"
"4912","korean","korean","5.48","1.4741"
"4913","laurie","laurie","5.48","1.1993"
"4914","led","led","5.48","1.1292"
"4915","lei","lei","5.48","1.581"
"4916","longest","longest","5.48","1.4462"
"4917","luna","luna","5.48","1.7407"
"4918","madison","madison","5.48","1.1993"
"4919","mark","mark","5.48","1.2974"
"4920","may","may","5.48","1.6318"
"4921","methods","methods","5.48","0.9947"
"4922","mixed","mixed","5.48","0.8389"
"4923","motor","motor","5.48","1.1822"
"4924","naval","naval","5.48","1.2493"
"4925","nicole","nicole","5.48","1.568"
"4926","nose","nose","5.48","1.2329"
"4927","oklahoma","oklahoma","5.48","1.432"
"4928","ole","ole","5.48","1.3285"
"4929","operates","operates","5.48","1.2329"
"4930","palm","palm","5.48","1.3285"
"4931","particles","particles","5.48","1.1648"
"4932","pepper","pepper","5.48","1.4879"
"4933","physics","physics","5.48","1.7984"
"4934","picking","picking","5.48","0.9528"
"4935","portion","portion","5.48","1.5151"
"4936","post","post","5.48","1.0925"
"4937","powell","powell","5.48","1.1648"
"4938","predicted","predicted","5.48","1.2329"
"4939","quoted","quoted","5.48","0.9947"
"4940","remote","remote","5.48","1.729"
"4941","requested","requested","5.48","0.8389"
"4942","roller","roller","5.48","1.2656"
"4943","route","route","5.48","1.2162"
"4944","run","run","5.48","1.432"
"4945","sally","sally","5.48","0.9089"
"4946","sell","sell","5.48","1.1292"
"4947","server","server","5.48","1.313"
"4948","sessions","sessions","5.48","0.9311"
"4949","shape","shape","5.48","0.8628"
"4950","spread","spread","5.48","1.1292"
"4951","square","square","5.48","0.9947"
"4952","stephanie","stephanie","5.48","1.3589"
"4953","surfaces","surfaces","5.48","1.2162"
"4954","surname","surname","5.48","0.9947"
"4955","tampa","tampa","5.48","0.9739"
"4956","township","township","5.48","1.5939"
"4957","trek","trek","5.48","1.4741"
"4958","tried","tried","5.48","1.6443"
"4959","truck","truck","5.48","1.555"
"4960","tweet","tweet","5.48","1.5939"
"4961","user","user","5.48","1.015"
"4962","users","users","5.48","1.1471"
"4963","utility","utility","5.48","1.2162"
"4964","vamos","vamos","5.48","1.2329"
"4965","wells","wells","5.48","0.8862"
"4966","ceiling","ceiling","5.47","1.1012"
"4967","dwell","dwell","5.47","1.6596"
"4968","elaborate","elaborate","5.47","1.6596"
"4969","grip","grip","5.47","1.7091"
"4970","halls","halls","5.47","1.0821"
"4971","loaded","loaded","5.47","1.8383"
"4972","metabolism","metabolism","5.47","1.5014"
"4973","spinning","spinning","5.47","1.4157"
"4974","#nowplaying","#nowplaying","5.46","1.5147"
"4975","alex","alex","5.46","0.8855"
"4976","appeared","appeared","5.46","0.9941"
"4977","arlington","arlington","5.46","1.6563"
"4978","blogger","blogger","5.46","1.1287"
"4979","bricks","bricks","5.46","1.0919"
"4980","cam","cam","5.46","1.1817"
"4981","caption","caption","5.46","0.8381"
"4982","carries","carries","5.46","1.2324"
"4983","carroll","carroll","5.46","1.0343"
"4984","cavalry","cavalry","5.46","1.7286"
"4985","challenged","challenged","5.46","1.4737"
"4986","chi","chi","5.46","1.4028"
"4987","chronicle","chronicle","5.46","1.5281"
"4988","coalition","coalition","5.46","1.4172"
"4989","colonies","colonies","5.46","1.3433"
"4990","competitive","competitive","5.46","1.9082"
"4991","conducted","conducted","5.46","1.1988"
"4992","consisted","consisted","5.46","1.328"
